Order#,Style#,fStyle#,Customer,Ordered,Picked/Shipped,Open,Order Date,Quoted Date,Ship Date,Price,Status
ORD019244,STY0021,FSTY0047,Customer11,855,892,37,2025-03-17,2025-03-22,2025-03-22,86.25,Open
ORD019245,STY0060,FSTY0110,Customer29,79,169,39,2024-11-14,2024-11-25,2024-11-25,59.19,Partial
ORD019246,STY0206,FSTY0207,Customer31,312,670,96,2025-03-26,2025-04-17,2025-04-17,79.57,Partial
ORD019247,STY0236,FSTY0053,Customer29,928,568,23,2025-06-02,2025-06-19,2025-06-19,141.25,Open
ORD019248,STY0253,FSTY0176,Customer14,685,281,65,2025-07-17,2025-08-05,2025-08-05,152.8,Partial
ORD019249,STY0160,FSTY0089,Customer01,894,427,47,2024-09-22,2024-09-30,2024-09-30,129.92,Complete
ORD019250,STY0142,FSTY0289,Customer28,185,281,13,2025-01-16,2025-02-03,2025-02-03,79.09,Open
ORD019251,STY0056,FSTY0199,Customer37,207,681,85,2024-10-26,2024-11-18,2024-11-18,17.76,Partial
ORD019252,STY0276,FSTY0070,Customer25,476,685,52,2025-03-10,2025-03-18,2025-03-18,111.65,Partial
ORD019253,STY0037,FSTY0262,Customer30,949,468,89,2024-12-05,2024-12-24,2024-12-24,182.93,Complete
ORD019254,STY0096,FSTY0296,Customer01,267,168,99,2024-09-25,2024-10-22,2024-10-22,127.23,Open
ORD019255,STY0146,FSTY0132,Customer39,502,343,18,2024-12-11,2024-12-16,2024-12-16,189.51,Shipped
ORD019256,STY0089,FSTY0261,Customer31,480,381,64,2025-01-27,2025-02-20,2025-02-20,168.25,Complete
ORD019257,STY0251,FSTY0009,Customer23,450,688,96,2025-04-09,2025-04-29,2025-04-29,26.09,Open
ORD019258,STY0264,FSTY0139,Customer28,558,479,19,2025-02-24,2025-03-19,2025-03-19,105.54,Open
ORD019259,STY0170,FSTY0256,Customer08,507,276,29,2025-04-09,2025-04-18,2025-04-18,38.27,Complete
ORD019260,STY0083,FSTY0180,Customer44,594,181,37,2025-05-20,2025-06-07,2025-06-07,79.9,Open
ORD019261,STY0080,FSTY0250,Customer31,162,886,28,2025-05-17,2025-06-11,2025-06-11,54.48,Partial
ORD019262,STY0244,FSTY0125,Customer17,144,787,94,2025-05-24,2025-06-09,2025-06-09,89.15,Complete
ORD019263,STY0138,FSTY0069,Customer38,763,798,95,2025-05-21,2025-06-04,2025-06-04,75.54,Shipped
ORD019264,STY0146,FSTY0022,Customer43,46,359,7,2025-03-21,2025-04-11,2025-04-11,30.68,Shipped
ORD019265,STY0138,FSTY0157,Customer47,179,174,51,2024-09-10,2024-09-22,2024-09-22,141.52,Complete
ORD019266,STY0019,FSTY0187,Customer25,900,448,100,2025-08-21,2025-09-17,2025-09-17,89.69,Partial
ORD019267,STY0250,FSTY0261,Customer12,129,542,93,2025-07-24,2025-08-18,2025-08-18,185.76,Complete
ORD019268,STY0066,FSTY0241,Customer47,77,137,87,2025-04-02,2025-04-12,2025-04-12,56.83,Open
ORD019269,STY0170,FSTY0054,Customer42,456,619,6,2025-05-21,2025-06-20,2025-06-20,90.76,Open
ORD019270,STY0016,FSTY0121,Customer48,132,441,73,2025-03-07,2025-03-16,2025-03-16,105.96,Complete
ORD019271,STY0161,FSTY0255,Customer47,812,470,79,2025-05-03,2025-05-24,2025-05-24,100.15,Partial
ORD019272,STY0225,FSTY0141,Customer42,37,316,27,2025-02-03,2025-02-05,2025-02-05,127.29,Complete
ORD019273,STY0201,FSTY0052,Customer32,596,811,4,2025-08-10,2025-09-06,2025-09-06,174.08,Open
ORD019274,STY0169,FSTY0068,Customer27,62,720,64,2025-05-24,2025-06-10,2025-06-10,97.88,Partial
ORD019275,STY0150,FSTY0049,Customer24,577,137,74,2025-04-03,2025-04-17,2025-04-17,48.58,Partial
ORD019276,STY0216,FSTY0193,Customer03,480,330,62,2025-03-06,2025-03-08,2025-03-08,136.51,Complete
ORD019277,STY0195,FSTY0012,Customer03,286,699,86,2025-03-20,2025-04-07,2025-04-07,39.06,Shipped
ORD019278,STY0245,FSTY0062,Customer37,134,203,47,2024-11-05,2024-11-23,2024-11-23,192.37,Partial
ORD019279,STY0173,FSTY0091,Customer47,174,117,12,2024-11-15,2024-12-05,2024-12-05,181.22,Partial
ORD019280,STY0127,FSTY0174,Customer42,365,316,34,2025-02-07,2025-02-12,2025-02-12,179.53,Partial
ORD019281,STY0196,FSTY0101,Customer35,841,130,24,2025-08-18,2025-08-22,2025-08-22,107.01,Complete
ORD019282,STY0044,FSTY0264,Customer37,35,731,14,2025-02-16,2025-03-14,2025-03-14,166.27,Open
ORD019283,STY0138,FSTY0122,Customer29,742,114,78,2025-08-20,2025-08-25,2025-08-25,56.25,Partial
ORD019284,STY0233,FSTY0067,Customer10,526,632,60,2024-09-03,2024-09-19,2024-09-19,76.54,Open
ORD019285,STY0254,FSTY0233,Customer19,72,292,1,2025-03-18,2025-04-12,2025-04-12,154.09,Partial
ORD019286,STY0289,FSTY0242,Customer41,572,553,88,2025-01-10,2025-01-24,2025-01-24,199.75,Partial
ORD019287,STY0046,FSTY0217,Customer34,610,686,50,2024-12-09,2025-01-08,2025-01-08,100.18,Open
ORD019288,STY0086,FSTY0270,Customer34,28,167,12,2025-01-30,2025-02-20,2025-02-20,174.78,Open
ORD019289,STY0153,FSTY0177,Customer02,251,125,78,2025-03-27,2025-04-18,2025-04-18,126.29,Shipped
ORD019290,STY0074,FSTY0242,Customer41,331,512,99,2025-04-06,2025-04-11,2025-04-11,36.61,Shipped
ORD019291,STY0027,FSTY0114,Customer48,69,755,49,2025-08-20,2025-09-05,2025-09-05,24.43,Partial
ORD019292,STY0139,FSTY0179,Customer30,610,264,97,2024-12-04,2025-01-02,2025-01-02,109.45,Shipped
ORD019293,STY0257,FSTY0173,Customer39,854,165,32,2025-03-08,2025-03-19,2025-03-19,54.14,Partial
ORD019294,STY0190,FSTY0205,Customer30,353,511,11,2025-05-13,2025-06-01,2025-06-01,152.71,Shipped
ORD019295,STY0259,FSTY0128,Customer46,689,559,71,2025-07-12,2025-08-07,2025-08-07,68.13,Shipped
ORD019296,STY0209,FSTY0059,Customer39,797,249,43,2025-04-09,2025-04-22,2025-04-22,164.5,Open
ORD019297,STY0238,FSTY0106,Customer11,680,504,88,2025-02-04,2025-03-06,2025-03-06,145.54,Complete
ORD019298,STY0119,FSTY0152,Customer11,653,241,11,2024-09-12,2024-09-27,2024-09-27,40.85,Shipped
ORD019299,STY0091,FSTY0297,Customer05,970,700,50,2025-04-10,2025-05-02,2025-05-02,34.91,Partial
ORD019300,STY0053,FSTY0072,Customer25,810,860,0,2025-01-12,2025-01-28,2025-01-28,125.55,Partial
ORD019301,STY0139,FSTY0164,Customer25,908,154,4,2024-10-10,2024-10-30,2024-10-30,62.41,Open
ORD019302,STY0281,FSTY0167,Customer18,958,466,84,2025-06-07,2025-07-04,2025-07-04,43.54,Shipped
ORD019303,STY0056,FSTY0291,Customer12,239,367,89,2025-04-14,2025-04-25,2025-04-25,20.59,Shipped
ORD019304,STY0286,FSTY0182,Customer20,522,102,57,2025-03-08,2025-04-03,2025-04-03,30.88,Open
ORD019305,STY0262,FSTY0009,Customer27,753,69,57,2025-04-24,2025-05-03,2025-05-03,123.44,Shipped
ORD019306,STY0185,FSTY0150,Customer06,854,480,25,2024-11-02,2024-11-24,2024-11-24,145.62,Partial
ORD019307,STY0292,FSTY0001,Customer47,691,676,0,2025-04-12,2025-05-03,2025-05-03,98.68,Open
ORD019308,STY0104,FSTY0080,Customer07,430,173,92,2024-11-08,2024-11-14,2024-11-14,32.07,Open
ORD019309,STY0133,FSTY0229,Customer11,921,599,79,2024-09-15,2024-09-25,2024-09-25,88.33,Partial
ORD019310,STY0107,FSTY0138,Customer30,313,827,43,2025-04-17,2025-04-22,2025-04-22,146.43,Partial
ORD019311,STY0084,FSTY0006,Customer48,644,654,7,2024-10-16,2024-10-17,2024-10-17,134.49,Shipped
ORD019312,STY0261,FSTY0150,Customer16,921,739,29,2024-10-19,2024-11-11,2024-11-11,136.37,Open
ORD019313,STY0288,FSTY0065,Customer23,394,380,29,2024-12-13,2024-12-19,2024-12-19,170.17,Shipped
ORD019314,STY0210,FSTY0298,Customer50,496,744,2,2025-06-04,2025-06-17,2025-06-17,194.85,Partial
ORD019315,STY0096,FSTY0202,Customer25,470,859,72,2025-04-21,2025-05-03,2025-05-03,58.21,Shipped
ORD019316,STY0209,FSTY0225,Customer33,636,515,83,2024-08-30,2024-09-28,2024-09-28,140.89,Partial
ORD019317,STY0047,FSTY0230,Customer23,224,173,66,2024-09-21,2024-10-19,2024-10-19,94.01,Open
ORD019318,STY0063,FSTY0203,Customer25,760,395,55,2025-02-20,2025-02-28,2025-02-28,169.45,Open
ORD019319,STY0160,FSTY0163,Customer38,437,580,86,2025-02-16,2025-03-16,2025-03-16,86.72,Complete
ORD019320,STY0190,FSTY0245,Customer08,342,447,13,2024-10-16,2024-10-26,2024-10-26,70.43,Shipped
ORD019321,STY0250,FSTY0015,Customer26,443,652,17,2025-06-16,2025-07-03,2025-07-03,98.36,Complete
ORD019322,STY0278,FSTY0054,Customer36,273,827,61,2025-01-25,2025-02-21,2025-02-21,190.19,Complete
ORD019323,STY0254,FSTY0070,Customer03,939,274,75,2025-06-04,2025-06-08,2025-06-08,24.47,Partial
ORD019324,STY0103,FSTY0283,Customer20,992,234,65,2025-06-11,2025-06-25,2025-06-25,120.58,Complete
ORD019325,STY0259,FSTY0143,Customer31,626,375,95,2024-09-11,2024-09-23,2024-09-23,28.39,Open
ORD019326,STY0292,FSTY0274,Customer47,227,246,69,2025-01-07,2025-01-16,2025-01-16,99.41,Open
ORD019327,STY0120,FSTY0222,Customer03,324,409,80,2024-11-15,2024-12-13,2024-12-13,160.78,Shipped
ORD019328,STY0212,FSTY0290,Customer02,445,554,43,2025-06-11,2025-07-09,2025-07-09,150.28,Partial
ORD019329,STY0067,FSTY0131,Customer46,488,269,46,2025-06-29,2025-07-10,2025-07-10,15.11,Shipped
ORD019330,STY0157,FSTY0162,Customer06,582,359,40,2024-09-07,2024-10-01,2024-10-01,32.53,Shipped
ORD019331,STY0166,FSTY0123,Customer33,741,881,25,2024-12-08,2024-12-18,2024-12-18,70.51,Shipped
ORD019332,STY0221,FSTY0265,Customer45,544,843,43,2024-12-02,2024-12-08,2024-12-08,58.15,Complete
ORD019333,STY0023,FSTY0186,Customer43,344,216,4,2025-03-06,2025-03-21,2025-03-21,47.64,Open
ORD019334,STY0030,FSTY0036,Customer30,218,385,45,2025-02-20,2025-03-11,2025-03-11,133.24,Complete
ORD019335,STY0281,FSTY0171,Customer06,462,88,99,2025-08-06,2025-09-05,2025-09-05,195.3,Open
ORD019336,STY0159,FSTY0212,Customer46,89,538,57,2025-08-04,2025-09-03,2025-09-03,163.13,Open
ORD019337,STY0063,FSTY0237,Customer39,351,101,58,2025-07-29,2025-07-30,2025-07-30,175.95,Shipped
ORD019338,STY0151,FSTY0286,Customer13,964,288,56,2025-05-25,2025-06-16,2025-06-16,120.53,Complete
ORD019339,STY0113,FSTY0015,Customer35,142,737,21,2025-03-07,2025-03-12,2025-03-12,67.01,Shipped
ORD019340,STY0011,FSTY0146,Customer44,643,882,53,2025-04-13,2025-05-04,2025-05-04,69.91,Open
ORD019341,STY0292,FSTY0112,Customer48,662,274,91,2024-11-15,2024-11-21,2024-11-21,77.61,Partial
ORD019342,STY0268,FSTY0064,Customer30,573,18,54,2025-03-27,2025-04-13,2025-04-13,48.88,Shipped
ORD019343,STY0287,FSTY0073,Customer46,212,109,59,2024-10-15,2024-11-08,2024-11-08,50.49,Open
ORD019344,STY0151,FSTY0013,Customer20,698,375,0,2024-10-20,2024-11-03,2024-11-03,64.33,Complete
ORD019345,STY0219,FSTY0239,Customer25,466,196,95,2024-12-21,2025-01-15,2025-01-15,57.1,Complete
ORD019346,STY0075,FSTY0109,Customer28,285,667,80,2025-04-10,2025-04-26,2025-04-26,105.31,Partial
ORD019347,STY0280,FSTY0264,Customer18,935,332,10,2025-01-09,2025-01-27,2025-01-27,175.47,Partial
ORD019348,STY0189,FSTY0004,Customer40,855,5,95,2025-03-19,2025-03-27,2025-03-27,114.81,Shipped
ORD019349,STY0045,FSTY0128,Customer32,266,769,13,2025-08-04,2025-08-31,2025-08-31,22.56,Partial
ORD019350,STY0105,FSTY0248,Customer41,595,881,1,2024-11-19,2024-11-20,2024-11-20,196.65,Partial
ORD019351,STY0151,FSTY0098,Customer36,325,268,32,2024-11-27,2024-12-23,2024-12-23,49.61,Shipped
ORD019352,STY0197,FSTY0078,Customer17,805,553,29,2024-10-26,2024-11-09,2024-11-09,35.11,Partial
ORD019353,STY0165,FSTY0115,Customer12,428,22,88,2024-10-26,2024-11-12,2024-11-12,190.52,Shipped
ORD019354,STY0278,FSTY0088,Customer21,155,650,69,2024-09-25,2024-10-21,2024-10-21,168.78,Partial
ORD019355,STY0148,FSTY0278,Customer08,665,501,60,2025-05-18,2025-05-20,2025-05-20,183.65,Partial
ORD019356,STY0114,FSTY0049,Customer34,126,421,68,2025-01-02,2025-01-11,2025-01-11,86.85,Shipped
ORD019357,STY0223,FSTY0172,Customer15,297,274,87,2024-09-26,2024-10-08,2024-10-08,163.8,Open
ORD019358,STY0169,FSTY0172,Customer41,12,412,60,2025-05-01,2025-05-18,2025-05-18,98.3,Shipped
ORD019359,STY0248,FSTY0054,Customer13,242,512,19,2025-02-13,2025-03-09,2025-03-09,71.75,Open
ORD019360,STY0265,FSTY0260,Customer27,802,345,48,2025-05-02,2025-05-09,2025-05-09,197.56,Open
ORD019361,STY0035,FSTY0205,Customer21,855,533,19,2025-07-27,2025-08-01,2025-08-01,100.0,Open
ORD019362,STY0279,FSTY0260,Customer14,170,546,12,2025-01-15,2025-02-12,2025-02-12,146.83,Complete
ORD019363,STY0137,FSTY0155,Customer36,269,730,24,2025-07-02,2025-07-06,2025-07-06,128.31,Partial
ORD019364,STY0071,FSTY0075,Customer14,881,338,20,2025-05-27,2025-06-04,2025-06-04,61.59,Shipped
ORD019365,STY0113,FSTY0215,Customer49,602,172,66,2024-12-10,2025-01-03,2025-01-03,26.08,Complete
ORD019366,STY0085,FSTY0033,Customer33,941,283,18,2025-05-18,2025-05-25,2025-05-25,71.48,Complete
ORD019367,STY0142,FSTY0019,Customer21,424,779,59,2025-03-29,2025-04-11,2025-04-11,149.54,Open
ORD019368,STY0177,FSTY0083,Customer22,986,109,98,2024-09-06,2024-09-13,2024-09-13,140.83,Shipped
ORD019369,STY0153,FSTY0087,Customer44,551,99,16,2024-10-09,2024-10-23,2024-10-23,125.98,Complete
ORD019370,STY0069,FSTY0197,Customer09,916,658,22,2025-06-12,2025-07-09,2025-07-09,29.5,Shipped
ORD019371,STY0122,FSTY0179,Customer06,950,329,20,2024-10-13,2024-10-31,2024-10-31,144.11,Shipped
ORD019372,STY0066,FSTY0169,Customer12,956,460,53,2024-12-09,2025-01-05,2025-01-05,190.12,Complete
ORD019373,STY0022,FSTY0064,Customer48,212,205,18,2025-04-23,2025-05-10,2025-05-10,195.68,Complete
ORD019374,STY0026,FSTY0092,Customer29,601,823,92,2025-07-26,2025-08-07,2025-08-07,98.73,Partial
ORD019375,STY0174,FSTY0121,Customer37,681,694,33,2025-03-02,2025-03-08,2025-03-08,130.19,Open
ORD019376,STY0058,FSTY0119,Customer48,373,699,59,2025-08-28,2025-09-24,2025-09-24,45.12,Partial
ORD019377,STY0156,FSTY0030,Customer44,297,315,86,2025-07-28,2025-08-23,2025-08-23,26.5,Partial
ORD019378,STY0038,FSTY0078,Customer33,555,137,85,2025-05-18,2025-06-14,2025-06-14,104.86,Complete
ORD019379,STY0043,FSTY0042,Customer36,980,854,34,2025-07-02,2025-07-04,2025-07-04,89.74,Partial
ORD019380,STY0024,FSTY0086,Customer41,881,217,37,2024-09-16,2024-09-26,2024-09-26,75.99,Shipped
ORD019381,STY0083,FSTY0040,Customer36,83,572,28,2025-06-01,2025-06-17,2025-06-17,149.35,Complete
ORD019382,STY0241,FSTY0135,Customer35,545,340,48,2025-07-03,2025-07-23,2025-07-23,71.29,Shipped
ORD019383,STY0044,FSTY0295,Customer31,568,378,62,2024-11-18,2024-11-21,2024-11-21,158.87,Open
ORD019384,STY0226,FSTY0021,Customer39,888,391,45,2024-12-21,2025-01-06,2025-01-06,192.15,Partial
ORD019385,STY0007,FSTY0131,Customer35,186,741,75,2024-12-20,2025-01-11,2025-01-11,145.45,Open
ORD019386,STY0013,FSTY0104,Customer11,309,13,78,2025-08-20,2025-09-15,2025-09-15,135.86,Partial
ORD019387,STY0055,FSTY0256,Customer47,97,382,100,2024-09-02,2024-09-16,2024-09-16,181.59,Partial
ORD019388,STY0116,FSTY0197,Customer49,699,220,54,2024-10-05,2024-10-25,2024-10-25,73.99,Open
ORD019389,STY0294,FSTY0139,Customer15,791,9,72,2025-07-28,2025-07-29,2025-07-29,71.56,Complete
ORD019390,STY0218,FSTY0026,Customer12,703,728,98,2024-11-09,2024-11-24,2024-11-24,12.28,Shipped
ORD019391,STY0182,FSTY0022,Customer32,18,799,7,2025-08-19,2025-09-13,2025-09-13,45.06,Shipped
ORD019392,STY0126,FSTY0294,Customer28,694,351,23,2025-04-08,2025-05-04,2025-05-04,24.18,Open
ORD019393,STY0198,FSTY0255,Customer26,697,96,68,2025-05-14,2025-05-22,2025-05-22,92.99,Shipped
ORD019394,STY0270,FSTY0009,Customer28,300,113,41,2024-10-27,2024-11-11,2024-11-11,150.94,Partial
ORD019395,STY0080,FSTY0034,Customer05,413,431,24,2024-10-14,2024-11-11,2024-11-11,99.55,Shipped
ORD019396,STY0142,FSTY0251,Customer26,991,578,93,2025-06-24,2025-07-16,2025-07-16,100.28,Partial
ORD019397,STY0127,FSTY0066,Customer34,109,740,49,2025-05-31,2025-06-17,2025-06-17,48.81,Partial
ORD019398,STY0187,FSTY0174,Customer12,448,162,53,2025-05-24,2025-06-12,2025-06-12,34.9,Shipped
ORD019399,STY0019,FSTY0262,Customer20,418,181,58,2024-11-21,2024-11-25,2024-11-25,34.43,Open
ORD019400,STY0186,FSTY0105,Customer47,871,900,94,2025-02-04,2025-02-09,2025-02-09,86.31,Partial
ORD019401,STY0118,FSTY0113,Customer02,281,13,91,2025-06-28,2025-07-24,2025-07-24,72.01,Complete
ORD019402,STY0294,FSTY0043,Customer11,717,829,2,2025-02-02,2025-02-26,2025-02-26,36.44,Complete
ORD019403,STY0222,FSTY0271,Customer22,653,351,12,2024-08-30,2024-09-19,2024-09-19,35.78,Open
ORD019404,STY0009,FSTY0237,Customer22,388,439,28,2025-03-16,2025-04-09,2025-04-09,186.62,Partial
ORD019405,STY0204,FSTY0043,Customer11,158,397,6,2024-10-17,2024-10-31,2024-10-31,77.32,Complete
ORD019406,STY0145,FSTY0059,Customer32,439,216,61,2024-12-21,2025-01-20,2025-01-20,119.17,Shipped
ORD019407,STY0300,FSTY0210,Customer13,695,293,45,2025-01-06,2025-01-16,2025-01-16,111.94,Shipped
ORD019408,STY0184,FSTY0109,Customer16,839,367,56,2025-07-11,2025-08-02,2025-08-02,59.87,Complete
ORD019409,STY0145,FSTY0151,Customer31,782,733,1,2025-04-30,2025-05-17,2025-05-17,76.86,Shipped
ORD019410,STY0253,FSTY0112,Customer03,579,558,24,2025-04-18,2025-05-12,2025-05-12,155.39,Open
ORD019411,STY0194,FSTY0034,Customer31,717,843,33,2025-03-27,2025-04-23,2025-04-23,169.36,Shipped
ORD019412,STY0159,FSTY0137,Customer04,399,545,82,2024-09-02,2024-09-13,2024-09-13,28.31,Complete
ORD019413,STY0246,FSTY0182,Customer28,497,471,43,2024-09-04,2024-09-20,2024-09-20,35.6,Partial
ORD019414,STY0075,FSTY0165,Customer34,218,721,93,2025-05-19,2025-06-18,2025-06-18,156.69,Partial
ORD019415,STY0204,FSTY0011,Customer32,341,273,19,2024-09-05,2024-09-24,2024-09-24,20.38,Complete
ORD019416,STY0256,FSTY0255,Customer04,730,561,15,2024-11-19,2024-11-25,2024-11-25,37.26,Complete
ORD019417,STY0088,FSTY0129,Customer28,959,538,58,2024-12-05,2024-12-29,2024-12-29,171.32,Open
ORD019418,STY0077,FSTY0176,Customer40,968,104,10,2024-11-09,2024-11-30,2024-11-30,58.33,Shipped
ORD019419,STY0103,FSTY0065,Customer16,131,17,53,2024-12-26,2025-01-16,2025-01-16,65.16,Complete
ORD019420,STY0047,FSTY0194,Customer28,829,81,42,2025-04-25,2025-05-22,2025-05-22,126.1,Open
ORD019421,STY0140,FSTY0253,Customer21,111,764,72,2025-04-28,2025-05-12,2025-05-12,153.57,Shipped
ORD019422,STY0263,FSTY0078,Customer45,947,167,57,2025-08-29,2025-09-23,2025-09-23,91.42,Open
ORD019423,STY0164,FSTY0146,Customer03,287,250,32,2025-03-30,2025-04-20,2025-04-20,67.33,Partial
ORD019424,STY0102,FSTY0276,Customer42,626,187,53,2025-02-02,2025-02-11,2025-02-11,26.67,Complete
ORD019425,STY0080,FSTY0154,Customer29,800,116,47,2025-06-17,2025-06-19,2025-06-19,55.01,Complete
ORD019426,STY0272,FSTY0124,Customer43,66,545,0,2025-01-20,2025-02-18,2025-02-18,14.67,Open
ORD019427,STY0149,FSTY0067,Customer21,71,328,50,2025-04-30,2025-05-16,2025-05-16,30.87,Complete
ORD019428,STY0240,FSTY0051,Customer12,87,162,4,2025-06-19,2025-07-17,2025-07-17,13.16,Open
ORD019429,STY0035,FSTY0097,Customer22,857,332,70,2024-11-17,2024-12-13,2024-12-13,81.11,Partial
ORD019430,STY0268,FSTY0224,Customer37,138,521,68,2025-06-15,2025-07-01,2025-07-01,105.01,Shipped
ORD019431,STY0033,FSTY0104,Customer31,589,671,95,2024-12-19,2024-12-25,2024-12-25,93.11,Shipped
ORD019432,STY0048,FSTY0058,Customer42,292,791,78,2025-01-19,2025-01-20,2025-01-20,192.74,Open
ORD019433,STY0025,FSTY0196,Customer24,732,21,66,2025-08-22,2025-09-10,2025-09-10,32.98,Partial
ORD019434,STY0016,FSTY0144,Customer20,739,106,62,2024-11-25,2024-12-11,2024-12-11,138.8,Partial
ORD019435,STY0229,FSTY0087,Customer37,762,143,71,2025-01-22,2025-02-07,2025-02-07,163.62,Open
ORD019436,STY0039,FSTY0169,Customer17,390,71,35,2024-12-08,2024-12-23,2024-12-23,67.84,Partial
ORD019437,STY0039,FSTY0153,Customer08,55,56,24,2024-10-05,2024-10-06,2024-10-06,147.76,Open
ORD019438,STY0008,FSTY0145,Customer39,923,50,11,2025-05-30,2025-06-07,2025-06-07,28.02,Open
ORD019439,STY0193,FSTY0265,Customer32,63,425,71,2025-07-03,2025-07-08,2025-07-08,172.53,Partial
ORD019440,STY0127,FSTY0004,Customer39,752,861,46,2025-05-02,2025-05-19,2025-05-19,155.15,Shipped
ORD019441,STY0055,FSTY0285,Customer44,638,465,16,2025-07-13,2025-08-01,2025-08-01,146.17,Partial
ORD019442,STY0157,FSTY0147,Customer45,422,615,18,2025-03-13,2025-04-01,2025-04-01,115.27,Complete
ORD019443,STY0281,FSTY0289,Customer50,609,131,20,2025-03-05,2025-03-16,2025-03-16,55.59,Complete
ORD019444,STY0294,FSTY0224,Customer26,917,847,63,2024-12-20,2025-01-16,2025-01-16,89.84,Complete
ORD019445,STY0124,FSTY0275,Customer24,462,754,89,2025-02-20,2025-03-18,2025-03-18,93.38,Shipped
ORD019446,STY0098,FSTY0163,Customer40,567,514,40,2025-03-03,2025-03-16,2025-03-16,94.57,Open
ORD019447,STY0234,FSTY0202,Customer19,553,867,29,2024-10-09,2024-10-12,2024-10-12,161.0,Complete
ORD019448,STY0122,FSTY0029,Customer34,603,206,78,2024-09-12,2024-09-23,2024-09-23,21.99,Shipped
ORD019449,STY0238,FSTY0215,Customer11,847,281,87,2025-04-10,2025-04-28,2025-04-28,111.91,Complete
ORD019450,STY0164,FSTY0034,Customer38,174,421,75,2024-11-08,2024-11-20,2024-11-20,62.25,Complete
ORD019451,STY0172,FSTY0052,Customer31,67,779,51,2024-09-28,2024-10-15,2024-10-15,91.16,Open
ORD019452,STY0006,FSTY0252,Customer49,879,627,18,2025-03-07,2025-03-09,2025-03-09,185.71,Partial
ORD019453,STY0170,FSTY0139,Customer28,144,150,97,2025-06-29,2025-07-01,2025-07-01,58.41,Open
ORD019454,STY0123,FSTY0290,Customer40,165,569,23,2025-01-30,2025-02-27,2025-02-27,118.25,Shipped
ORD019455,STY0204,FSTY0027,Customer10,660,541,25,2025-02-12,2025-02-28,2025-02-28,40.39,Complete
ORD019456,STY0162,FSTY0154,Customer05,524,809,69,2025-02-04,2025-02-09,2025-02-09,174.09,Shipped
ORD019457,STY0131,FSTY0078,Customer38,252,653,37,2025-02-28,2025-03-10,2025-03-10,78.48,Partial
ORD019458,STY0144,FSTY0130,Customer05,910,575,23,2025-07-19,2025-08-03,2025-08-03,196.49,Shipped
ORD019459,STY0299,FSTY0023,Customer20,96,640,35,2024-11-03,2024-11-23,2024-11-23,134.65,Complete
ORD019460,STY0224,FSTY0178,Customer43,528,394,5,2024-11-16,2024-11-22,2024-11-22,94.63,Shipped
ORD019461,STY0122,FSTY0133,Customer39,324,437,62,2024-12-09,2024-12-27,2024-12-27,183.28,Open
ORD019462,STY0231,FSTY0037,Customer09,189,150,2,2025-03-22,2025-04-16,2025-04-16,72.75,Partial
ORD019463,STY0293,FSTY0100,Customer15,694,779,67,2025-06-16,2025-06-27,2025-06-27,48.1,Complete
ORD019464,STY0252,FSTY0210,Customer18,133,358,92,2025-01-12,2025-01-24,2025-01-24,143.27,Shipped
ORD019465,STY0273,FSTY0243,Customer42,519,548,87,2025-02-26,2025-03-25,2025-03-25,32.34,Shipped
ORD019466,STY0138,FSTY0266,Customer05,461,868,9,2025-06-05,2025-06-08,2025-06-08,193.32,Partial
ORD019467,STY0067,FSTY0204,Customer06,696,345,30,2025-04-26,2025-05-12,2025-05-12,168.74,Complete
ORD019468,STY0084,FSTY0107,Customer46,410,745,28,2024-12-30,2025-01-17,2025-01-17,121.49,Partial
ORD019469,STY0169,FSTY0288,Customer01,737,582,37,2025-08-09,2025-08-21,2025-08-21,197.98,Complete
ORD019470,STY0111,FSTY0227,Customer41,441,574,70,2024-12-26,2025-01-13,2025-01-13,102.78,Shipped
ORD019471,STY0161,FSTY0214,Customer09,154,291,36,2025-08-02,2025-08-07,2025-08-07,185.1,Complete
ORD019472,STY0018,FSTY0152,Customer34,512,528,47,2025-07-22,2025-08-05,2025-08-05,80.72,Open
ORD019473,STY0041,FSTY0257,Customer42,546,267,32,2024-11-14,2024-11-26,2024-11-26,166.17,Shipped
ORD019474,STY0275,FSTY0113,Customer33,21,132,86,2024-11-12,2024-11-16,2024-11-16,180.65,Open
ORD019475,STY0052,FSTY0175,Customer17,983,735,86,2024-11-16,2024-11-30,2024-11-30,169.11,Shipped
ORD019476,STY0025,FSTY0216,Customer30,283,524,65,2025-08-10,2025-08-30,2025-08-30,54.95,Complete
ORD019477,STY0001,FSTY0121,Customer13,253,683,68,2024-10-28,2024-11-10,2024-11-10,11.82,Complete
ORD019478,STY0001,FSTY0025,Customer20,169,769,70,2025-06-05,2025-06-08,2025-06-08,113.89,Partial
ORD019479,STY0280,FSTY0249,Customer01,579,205,50,2025-06-07,2025-07-02,2025-07-02,182.29,Partial
ORD019480,STY0071,FSTY0094,Customer11,690,405,89,2024-12-08,2025-01-02,2025-01-02,27.77,Open
ORD019481,STY0152,FSTY0032,Customer06,839,390,73,2025-02-28,2025-03-07,2025-03-07,159.6,Complete
ORD019482,STY0115,FSTY0157,Customer11,118,390,69,2025-08-24,2025-09-15,2025-09-15,72.58,Open
ORD019483,STY0036,FSTY0192,Customer29,77,378,91,2024-11-15,2024-11-28,2024-11-28,62.64,Partial
