serial_number,split_from,sched_enter_by,status,ship_to,qty_ordered,related_dye_order_plan,sched_done_by,purchase_order,bki,unit_cost_yarn,machine,knit_version,modified,knit_price,costing_exception_overridden,customer_service_rep,ship_to_processor,active,schedule_status,seconds,instructions,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,note,created_date,internal_notes,close_dt,knit_style_base,created_by,job,quoted_date,qty_G00,uom,requested_date,qty_shipped,id,knitter,updated_by
K2508029,,72,Open,,2000,8983.0,,,45433,1.52765,201,"{'id': 6304, 'active': 1, 'created_date': '2025-08-11', 'version': '1CL', 'act_yard_cut_wt': '41.20', 'knit_style_base': 2166, 'foreign_id': 8468, 'roll_size': '250', 'target_yard_cut_wt': '39.30', 'created_time': '12:25:43.817264', 'modified': '2025-09-04 09:19:33.363333', 'price': '1.25'}",2025-09-11 18:51:11.692747,1.25,0,19,,1,Required,53.8,,,315,1685,2025-08-11,2025-08-11 12:27:58.972806,,2025-08-11 12:27:58.972806,,,"{'foreign_id': 3738, 'id': 2166, 'active': 1, 'base_style': 'CEE2837', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",72,33818,2025-09-19,,lbs,2025-09-19,1738.8,6532,1,5
K2508028,,72,Open,,14500,8982.0,,,45336,1.451618,213,"{'foreign_id': 8466, 'roll_size': '250', 'target_yard_cut_wt': '37.50', 'created_time': '12:16:32.67744', 'modified': '2025-08-25 13:22:03.155486', 'price': '1.25', 'id': 6303, 'active': 1, 'created_date': '2025-08-11', 'version': '1CL', 'act_yard_cut_wt': '41.82', 'knit_style_base': 2131}",2025-09-11 19:26:09.397681,1.25,0,19,,1,Required,266.2,,,6646.3,7853.7,2025-08-18,2025-08-11 12:21:54.198297,,2025-08-11 12:21:54.198297,,,"{'base_style': 'CEE2839', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2131, 'foreign_id': 3695}",72,33817,2025-09-19,0,lbs,2025-09-19,8119.9,6531,1,72
K2508027,,72,Open,,16250,8981.0,,,45335,1.44976,211,"{'knit_style_base': 2130, 'act_yard_cut_wt': '42.60', 'created_date': '2025-07-18', 'version': '1IN', 'id': 6240, 'active': 1, 'modified': '2025-09-11 08:36:50.729391', 'price': '1.25', 'target_yard_cut_wt': '42.00', 'created_time': '14:53:04.760625', 'roll_size': '250', 'foreign_id': 8394}",2025-09-05 21:26:09.752631,1.25,0,19,,1,Required,520.8,,,11317.6,4932.4,2025-08-18,2025-08-11 12:20:43.981143,,2025-08-11 12:20:43.981143,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE2838', 'foreign_id': 3694, 'id': 2130, 'active': 1}",72,33816,2025-09-12,,lbs,2025-09-12,5453.2,6530,1,72
K2508026,,72,Open,,7750,8980.0,,,45378,1.45034,212,"{'knit_style_base': 2395, 'act_yard_cut_wt': '40.80', 'version': '1ICG', 'created_date': '2025-07-29', 'id': 6274, 'active': 1, 'price': '1.25', 'modified': '2025-09-04 08:21:48.792353', 'created_time': '16:28:00.488442', 'target_yard_cut_wt': '39.60', 'roll_size': '250', 'foreign_id': 8433}",2025-09-11 12:01:12.773992,1.25,0,19,,1,Required,245.2,,,4809.3,2940.7,2025-08-25,2025-08-11 12:06:44.255975,,2025-08-11 12:06:44.255975,,,"{'active': 1, 'id': 2395, 'foreign_id': 4009, 'base_style': 'CEE2840', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,33815,2025-09-12,,lbs,2025-09-12,3185.9,6529,1,72
K2508025,,72,Open,,3250,8979.0,,,,1.53623,,"{'knit_style_base': 2412, 'act_yard_cut_wt': '39.64', 'version': '1D', 'created_date': '2025-08-27', 'id': 6347, 'active': 1, 'price': '1.25', 'modified': '2025-09-03 15:55:14.925198', 'created_time': '14:37:09.920219', 'target_yard_cut_wt': '37.50', 'roll_size': '250', 'foreign_id': 8517}",2025-09-12 09:34:03.632315,1.25,0,19,,1,Required,,,,3250,0,2025-08-18,2025-08-11 12:03:47.984455,,2025-08-11 12:03:47.984455,,,"{'foreign_id': 4029, 'active': 1, 'id': 2412, 'base_style': 'CEE2841', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,33814,2025-09-12,,lbs,2025-09-12,,6528,1,72
K2508024,,9,Open,,249,,,,,1.245619,96,"{'act_yard_cut_wt': '15.10', 'knit_style_base': 3505, 'active': 1, 'id': 6286, 'created_date': '2025-08-01', 'version': '0', 'target_yard_cut_wt': '14.75', 'created_time': '16:15:53.543575', 'modified': '2025-09-11 14:11:44.190715', 'price': '2.00', 'foreign_id': 8445, 'roll_size': '83'}",2025-09-06 20:56:10.178874,2.00,0,1,3.0,1,Required,25.7,,,1.90000000000001,247.1,2025-08-12,2025-08-11 11:50:02.646514,,2025-08-11 11:50:02.646514,,,"{'base_style': 'CF5524', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3505, 'foreign_id': 5452}",9,33813,,0,lbs,2025-08-15,272.8,6527,1,9
K2508023,,10,Open,,112,,,Email 8/8,,2.84,,"{'roll_size': '56', 'foreign_id': 5331, 'modified': '2025-07-25 14:49:26.412292', 'price': '0.55', 'target_yard_cut_wt': '9.75', 'created_time': '08:46:17.923187', 'created_date': '2022-08-23', 'version': '0', 'id': 3611, 'active': 1, 'knit_style_base': 1909, 'act_yard_cut_wt': '9.00'}",2025-09-05 11:31:29.493477,0.55,0,2,,1,,,,,18,94.0,2025-08-11,2025-08-08 15:30:04.706127,,2025-08-08 15:30:04.706127,,,"{'base_style': 'CF5138', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 3396, 'id': 1909, 'active': 1}",10,33799,,51.3,lbs,2025-08-15,42.7,6526,1,10
K2508022,,10,Open,,2300,,,Email 8/8,,2.84,,"{'foreign_id': 5329, 'roll_size': '50', 'created_time': '08:33:38.71941', 'target_yard_cut_wt': '8.9', 'price': '0.55', 'modified': '2025-06-27 15:34:31.113724', 'active': 1, 'id': 3610, 'version': '0', 'created_date': '2022-08-23', 'act_yard_cut_wt': '7.95', 'knit_style_base': 1908}",2025-09-06 12:21:30.65239,0.55,0,2,,1,,38.6,,,0,2317.5,2025-08-11,2025-08-08 15:29:15.345256,,2025-08-08 15:29:15.345256,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5136', 'foreign_id': 3394, 'id': 1908, 'active': 1}",10,33798,,1158.6,lbs,2025-08-15,1197.5,6525,1,10
K2508021,,9,Open,,6100,,,,,3.3911,88,"{'active': 1, 'id': 1045, 'created_date': '2018-06-22', 'version': '1', 'act_yard_cut_wt': '28.36', 'knit_style_base': 542, 'foreign_id': 290, 'roll_size': '125', 'target_yard_cut_wt': '29.00', 'created_time': '09:59:43.909493', 'modified': '2023-11-29 22:58:58.768231', 'price': '1.25'}",2025-08-08 13:39:17.951685,1.25,0,1,3.0,1,Required,,,,6100,0,2025-09-01,2025-08-08 13:39:17.951685,,2025-08-08 13:39:17.951685,,,"{'id': 542, 'active': 1, 'foreign_id': 290, 'base_style': '751SM0780', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,33795,,,lbs,2025-10-03,,6524,1,9
K2508020,,9,Open,,3000,,,,,4.19,45,"{'target_yard_cut_wt': '27.00', 'created_time': '16:48:33.114705', 'modified': '2023-12-08 14:23:47.553408', 'price': '0.60', 'foreign_id': 389, 'roll_size': '80', 'act_yard_cut_wt': '25.98', 'knit_style_base': 657, 'id': 1207, 'active': 1, 'created_date': '2018-07-20', 'version': 'U'}",2025-09-12 23:26:23.589427,0.60,0,1,3.0,1,Required,11.1,,,1626.1,1373.9,2025-08-18,2025-08-08 13:38:16.836029,,2025-08-08 13:38:16.836029,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '721SM0470', 'foreign_id': 399, 'active': 1, 'id': 657}",9,33794,,81,lbs,2025-10-03,1304.0,6523,1,9
K2508019,,9,Open,,8000,,,,,4.19,127,"{'price': '0.60', 'modified': '2023-11-29 22:59:37.035053', 'created_time': '16:46:28.100415', 'target_yard_cut_wt': '19.70', 'roll_size': '100', 'foreign_id': 692, 'knit_style_base': 422, 'act_yard_cut_wt': '22.58', 'version': '30G', 'created_date': '2018-10-03', 'active': 1, 'id': 860}",2025-09-11 21:41:09.914388,0.60,0,1,3.0,1,Required,,,,6816,1184,2025-09-15,2025-08-08 13:36:01.437907,,2025-08-08 13:36:01.437907,,,"{'base_style': '1SM0470', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 644, 'active': 1, 'id': 422}",9,33793,,,lbs,2025-10-03,1184,6522,1,5
K2508018,,9,Open,,40,8975.0,,PE-ACS-2407-OY1-023,,4.05,103,"{'modified': '2025-09-11 13:36:04.17199', 'price': '1.25', 'target_yard_cut_wt': '15.2', 'created_time': '16:37:33.394814', 'roll_size': '40', 'foreign_id': 8455, 'knit_style_base': 3508, 'act_yard_cut_wt': '16.40', 'created_date': '2025-08-06', 'version': '0', 'id': 6296, 'active': 1}",2025-09-05 23:36:11.880555,1.25,0,1,4.0,1,Required,,,,0,40.7,2025-08-15,2025-08-08 11:25:53.49976,,2025-08-08 11:25:53.49976,,,"{'id': 3508, 'active': 1, 'foreign_id': 5455, 'base_style': 'CF5526', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,33784,,,lbs,2025-08-22,40.7,6521,1,9
K2508017,,80,Open,,36,,,,45324,1.310974,158,"{'knit_style_base': 3511, 'act_yard_cut_wt': '16.75', 'created_date': '2025-08-07', 'version': '1', 'active': 1, 'id': 6299, 'modified': '2025-09-05 10:43:31.096757', 'price': '0.85', 'target_yard_cut_wt': '17.2', 'created_time': '14:24:46.843591', 'roll_size': '36', 'foreign_id': 8458}",2025-09-05 09:26:10.304051,0.85,0,16,,1,Required,13.1,,,0,38,2025-08-12,2025-08-08 11:12:47.529642,,2025-08-08 11:12:47.529642,,,"{'foreign_id': 5460, 'id': 3511, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4798A'}",80,33782,,,lbs,2025-08-15,51.1,6520,1,80
K2508016,,10,Open,,20,,,,,3.835791,,"{'active': 1, 'id': 6291, 'version': '0', 'created_date': '2025-08-05', 'act_yard_cut_wt': None, 'knit_style_base': 3506, 'foreign_id': 8450, 'roll_size': '20', 'created_time': '09:03:46.119523', 'target_yard_cut_wt': '7', 'price': '0.00', 'modified': '2025-08-07 15:10:57.175905'}",2025-08-11 19:26:09.224754,0.01,0,2,,1,,,Celanese,,2.1,17.9,2025-08-07,2025-08-07 15:07:36.880784,,2025-08-07 15:07:36.880784,,,"{'foreign_id': 5453, 'id': 3506, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5525'}",10,33770,2025-08-07,17.9,lbs,2025-08-07,,6519,1,10
K2508015,,80,Open,,50,8972.0,,,45319,1.818001,123,"{'knit_style_base': 3509, 'act_yard_cut_wt': None, 'version': '1', 'created_date': '2025-08-07', 'id': 6297, 'active': 1, 'price': '1.25', 'modified': '2025-08-07 14:03:22.507164', 'created_time': '10:53:52.322282', 'target_yard_cut_wt': '24.4', 'roll_size': '50', 'foreign_id': 8456}",2025-08-25 16:32:06.172867,1.25,0,16,,1,Required,,,,50,0,2025-08-15,2025-08-07 14:05:43.036411,,2025-08-07 14:05:43.036411,,,"{'base_style': 'CEE4797A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5456, 'active': 1, 'id': 3509}",80,33763,,,lbs,2025-08-22,,6518,1,80
K2508014,,80,Open,,50,8971.0,,,45318,2.514505,123,"{'roll_size': '50', 'foreign_id': 8453, 'price': '1.25', 'modified': '2025-08-08 16:13:31.543479', 'created_time': '15:43:09.598817', 'target_yard_cut_wt': '25.3', 'version': '1', 'created_date': '2025-08-06', 'id': 6294, 'active': 1, 'knit_style_base': 3507, 'act_yard_cut_wt': None}",2025-09-12 09:34:05.694129,1.25,0,16,,1,Required,,,,50,0,2025-08-13,2025-08-07 13:13:11.627273,,2025-08-07 13:13:11.627273,,,"{'base_style': 'CEE4795A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5454, 'id': 3507, 'active': 1}",80,33762,,,lbs,2025-08-22,,6517,1,80
K2508013,,72,Open,,16000,8968.0,,,45312,2.61963,190,"{'roll_size': '250', 'foreign_id': 8409, 'modified': '2025-08-05 10:24:30.970851', 'price': '0.85', 'target_yard_cut_wt': '34.5', 'created_time': '15:34:58.196167', 'created_date': '2025-07-22', 'version': '2RECA', 'active': 1, 'id': 6252, 'knit_style_base': 2908, 'act_yard_cut_wt': '32.65'}",2025-09-12 15:16:12.431621,0.85,0,19,,1,Complete,687.2,,,7786.9,8213.1,2025-08-07,2025-08-06 16:15:22.295231,,2025-08-06 16:15:22.295231,,,"{'foreign_id': 4699, 'id': 2908, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4312A'}",72,33750,2025-10-31,991,lbs,2025-10-31,7909.3,6516,1,72
K2508012,,9,Open,,320,,,ML8624-SC,,0.22562,65,"{'foreign_id': 7677, 'roll_size': '30', 'target_yard_cut_wt': '14.00', 'created_time': '09:37:23.286787', 'modified': '2025-08-25 12:48:50.606575', 'price': '0.50', 'active': 1, 'id': 5874, 'created_date': '2024-09-18', 'version': '0', 'act_yard_cut_wt': '11.00', 'knit_style_base': 3287}",2025-08-22 21:51:11.444809,0.50,0,1,4.0,1,Required,17.4,,,0,440.7,2025-08-15,2025-08-06 15:33:59.227194,,2025-08-06 15:33:59.227194,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'base_style': 'CF5430', 'foreign_id': 5008, 'active': 1, 'id': 3287}",9,33748,,242.1,lbs,2025-08-18,216.0,6515,1,9
K2508011,,9,Open,,1800,,,ML8624-SC,,0,27,"{'act_yard_cut_wt': '17.55', 'knit_style_base': 3217, 'active': 1, 'id': 5746, 'created_date': '2024-10-24', 'version': '0', 'target_yard_cut_wt': '14.50', 'created_time': '15:13:11.419134', 'modified': '2025-09-02 13:39:54.55117', 'price': '0.70', 'foreign_id': 7803, 'roll_size': '50'}",2025-09-06 19:46:09.384016,0.70,0,1,5.0,1,Required,135.7,,,0,1980.2,2025-08-11,2025-08-06 15:32:45.0462,,2025-08-06 15:32:45.0462,,,"{'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5436', 'id': 3217, 'active': 1, 'foreign_id': 5094}",9,33747,,0,lbs,2025-08-29,2115.9,6514,1,9
K2508010,,9,Open,,2400,,,ML8624-SC,,0,58,"{'act_yard_cut_wt': '10.15', 'knit_style_base': 3289, 'id': 5875, 'active': 1, 'created_date': '2024-12-03', 'version': '0', 'target_yard_cut_wt': '10.00', 'created_time': '16:01:26.261629', 'modified': '2025-06-26 16:24:19.368616', 'price': '0.50', 'foreign_id': 7893, 'roll_size': '50'}",2025-09-13 00:26:38.51841,0.50,0,1,4.0,1,Required,2.1,,,1510.3,889.7,2025-08-25,2025-08-06 15:31:34.717005,,2025-08-06 15:31:34.717005,,,"{'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5459', 'active': 1, 'id': 3289, 'foreign_id': 5157}",9,33746,,889.7,lbs,2025-09-05,2.1,6513,1,9
K2508009,,72,Open,,6250,8967.0,,,45308,2.85235,221,"{'roll_size': '250', 'foreign_id': 8404, 'price': '1.25', 'modified': '2025-09-05 09:32:30.247264', 'created_time': '11:50:41.8658', 'target_yard_cut_wt': '29.85', 'version': '2A', 'created_date': '2025-07-22', 'id': 6247, 'active': 1, 'knit_style_base': 2618, 'act_yard_cut_wt': '31.50'}",2025-09-12 19:46:09.075878,1.25,0,19,,1,Complete,557.1,,,2498.4,3751.6,2025-08-11,2025-08-06 12:52:45.424054,,2025-08-06 12:52:45.424054,,,"{'foreign_id': 4304, 'active': 1, 'id': 2618, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4078'}",72,33738,2025-12-05,242,lbs,2025-12-05,4066.7,6512,1,72
K2508008,,72,Open,,1250,8963.0,,,45299,3.36434,135,"{'act_yard_cut_wt': '32.0', 'knit_style_base': 2889, 'id': 6292, 'active': 1, 'version': '1V', 'created_date': '2025-08-05', 'created_time': '16:03:19.472927', 'target_yard_cut_wt': '29.85', 'price': '1.25', 'modified': '2025-08-28 10:00:06.316783', 'foreign_id': 8451, 'roll_size': '250'}",2025-08-28 09:36:10.808371,1.25,0,19,,1,Complete,,,,0,2530,2025-08-06,2025-08-06 09:26:46.284411,,2025-08-06 09:26:46.284411,,,"{'base_style': 'CEE4293A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2889, 'active': 1, 'foreign_id': 4674}",72,33733,2025-08-15,,lbs,2025-08-15,2530,6511,1,72
K2508005,,80,Open,,50,,,,45287,1.788021,123,"{'roll_size': '50', 'foreign_id': 8449, 'price': '1.25', 'modified': '2025-08-04 15:35:21.455636', 'created_time': '15:35:21.455636', 'target_yard_cut_wt': '24.4', 'version': '2', 'created_date': '2025-08-04', 'id': 6290, 'active': 1, 'knit_style_base': 3445, 'act_yard_cut_wt': None}",2025-08-04 16:53:06.16055,1.25,0,16,,1,Required,,,,50,0,2025-08-15,2025-08-04 16:49:10.684985,,2025-08-04 16:49:10.684985,,,"{'active': 1, 'id': 3445, 'foreign_id': 5378, 'base_style': 'CEE4751A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",80,33705,,,lbs,2025-08-15,,6508,1,80
K2508004,,72,Open,,5200,,,,45286,1.06,92,"{'target_yard_cut_wt': '3.9', 'created_time': '15:11:07.968165', 'modified': '2025-09-05 10:34:26.512055', 'price': '1.05', 'foreign_id': 8396, 'roll_size': '52', 'act_yard_cut_wt': '4.05', 'knit_style_base': 3478, 'id': 6242, 'active': 1, 'created_date': '2025-07-18', 'version': '1'}",2025-09-02 21:36:15.205997,1.05,0,19,,1,Complete,2.3,,,4498.9,701.1,2025-08-05,2025-08-04 16:09:31.942237,,2025-08-04 16:09:31.942237,,,"{'foreign_id': 5424, 'id': 3478, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT4785'}",72,33702,2025-09-30,70.2,lbs,2025-09-30,633.2,6507,1,72
K2508001,,72,Open,,5000,8953.0,,,45278,2.4493,197,"{'knit_style_base': 2991, 'act_yard_cut_wt': '18.40', 'version': '1CO', 'created_date': '2025-08-01', 'id': 6285, 'active': 1, 'price': '0.85', 'modified': '2025-08-18 14:18:18.621987', 'created_time': '14:13:52.028702', 'target_yard_cut_wt': '19', 'roll_size': '250', 'foreign_id': 8444}",2025-09-04 22:06:11.37059,0.85,0,19,,1,Complete,14.5,,,2009,2991,2025-08-04,2025-08-01 14:29:02.093912,,2025-08-01 14:29:02.093912,,,"{'foreign_id': 4806, 'id': 2991, 'active': 1, 'base_style': 'C1B4125A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,33677,2025-08-29,,lbs,2025-08-29,3005.5,6504,1,72
K2507116,,80,Open,,45,8952.0,,,45279,1.559905,147,"{'created_time': '14:52:53.377217', 'target_yard_cut_wt': '28.35', 'price': '0.85', 'modified': '2025-08-18 14:14:06.619509', 'foreign_id': 8302, 'roll_size': '45', 'act_yard_cut_wt': '29.250', 'knit_style_base': 3438, 'active': 1, 'id': 6163, 'version': '1', 'created_date': '2025-06-10'}",2025-08-14 22:41:09.512432,0.85,0,16,,1,Required,29.8,,,0,55.4,2025-08-08,2025-07-31 16:24:00.064369,,2025-07-31 16:24:00.064369,,,"{'base_style': 'C1B4746A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5369, 'id': 3438, 'active': 1}",80,33661,,,lbs,2025-08-15,85.2,6503,1,80
K2507114,,80,Open,,20,,,,45270,2.877864,17,"{'target_yard_cut_wt': '10.8', 'created_time': '11:51:39.808547', 'modified': '2025-08-05 07:58:05.859773', 'price': None, 'foreign_id': 8435, 'roll_size': '20', 'act_yard_cut_wt': '10.00', 'knit_style_base': 3496, 'id': 6276, 'active': 1, 'created_date': '2025-07-30', 'version': '0'}",2025-08-06 17:51:13.554279,0.01,0,2,,1,Required,,Celanese,,0,21.6,2025-08-05,2025-07-31 13:39:58.684799,,2025-07-31 13:39:58.684799,,,"{'base_style': 'CF5517', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3496, 'active': 1, 'foreign_id': 5443}",80,33653,,21.6,lbs,2025-08-08,,6501,1,10
K2507113,,80,Open,,20,,,,45269,0.927699,17,"{'price': None, 'modified': '2025-08-08 11:30:14.12297', 'created_time': '12:07:43.222441', 'target_yard_cut_wt': '9.8', 'roll_size': '20', 'foreign_id': 8441, 'knit_style_base': 3502, 'act_yard_cut_wt': None, 'version': '0', 'created_date': '2025-07-30', 'active': 1, 'id': 6282}",2025-08-11 19:01:11.208992,0.01,0,2,,1,Required,,Celanese,,0,22,2025-08-05,2025-07-31 13:35:39.848762,,2025-07-31 13:35:39.848762,,,"{'base_style': 'CF5523', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3502, 'active': 1, 'foreign_id': 5449}",80,33652,,22,lbs,2025-08-08,,6500,1,10
K2507112,,80,Open,,20,,,,45268,3.835791,17,"{'id': 6281, 'active': 1, 'created_date': '2025-07-30', 'version': '0', 'act_yard_cut_wt': None, 'knit_style_base': 3501, 'foreign_id': 8440, 'roll_size': '20', 'target_yard_cut_wt': '7', 'created_time': '12:05:02.673628', 'modified': '2025-08-05 09:03:09.881673', 'price': None}",2025-08-08 17:56:09.3886,0.01,0,2,,1,Required,,Celanese,,1.8,18.2,2025-08-05,2025-07-31 11:33:06.994887,,2025-07-31 11:33:06.994887,,,"{'foreign_id': 5448, 'id': 3501, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5522'}",80,33649,,18.2,lbs,2025-08-08,,6499,1,10
K2507110,,80,Open,,40,,,,45266,1.62435,17,"{'knit_style_base': 3499, 'act_yard_cut_wt': None, 'created_date': '2025-07-30', 'version': '0', 'active': 1, 'id': 6279, 'modified': '2025-08-05 09:02:39.812621', 'price': '0.00', 'target_yard_cut_wt': '9', 'created_time': '12:00:37.777007', 'roll_size': '20', 'foreign_id': 8438}",2025-08-11 18:31:11.037156,0.01,0,2,,1,Required,,Celanese,,0,43.8,2025-08-05,2025-07-31 11:28:07.752173,,2025-07-31 11:28:07.752173,,,"{'id': 3499, 'active': 1, 'foreign_id': 5446, 'base_style': 'CF5520', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",80,33647,,43.8,lbs,2025-08-08,,6497,1,10
K2507109,,80,Open,,100,,,,45265,1.51671,17,"{'created_date': '2025-07-30', 'version': '0', 'active': 1, 'id': 6278, 'knit_style_base': 3498, 'act_yard_cut_wt': None, 'roll_size': '20', 'foreign_id': 8437, 'modified': '2025-08-05 09:02:24.624607', 'price': '0.00', 'target_yard_cut_wt': '9', 'created_time': '11:59:22.928105'}",2025-08-11 18:46:08.344046,0.01,0,2,,1,Required,,Celanese,,48.1,51.9,2025-08-05,2025-07-31 11:24:22.014866,,2025-07-31 11:24:22.014866,,,"{'id': 3498, 'active': 1, 'foreign_id': 5445, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5519'}",80,33646,,51.9,lbs,2025-08-08,,6496,1,10
K2507108,,80,Open,,40,,,,45263,1.51671,17,"{'id': 6277, 'active': 1, 'version': '0', 'created_date': '2025-07-30', 'act_yard_cut_wt': None, 'knit_style_base': 3497, 'foreign_id': 8436, 'roll_size': '20', 'created_time': '11:55:02.915819', 'target_yard_cut_wt': '9', 'price': '0.00', 'modified': '2025-08-05 09:02:02.953153'}",2025-08-11 19:16:12.307685,0.01,0,2,,1,Required,,Celanese,,0,46.3,2025-08-05,2025-07-31 11:21:10.299305,,2025-07-31 11:21:10.299305,,,"{'foreign_id': 5444, 'active': 1, 'id': 3497, 'base_style': 'CF5518', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",80,33645,,46.3,lbs,2025-08-08,,6495,1,10
