inspection_machine,qty_lbs_at_creation,actual_created_dt,dol_attach_log,greige_summary,knit_order,roll_number,vendor_roll_number,knit_machine,greige_purchase_order,knit_date,cost,sales_order,document,unit_cost_yarn,unit_cost,knit_version,bh_customer,qty_yds,memo_dt,inspector,bh_sales_order,roll_number_sort,ship_dt,void_dt,ship_date,unit_cost_knit,return,qty_lbs,created_by,created_dt,dye_order_line,roll_width,id,knitter,unit_cost_purchase,warehouse
01,39.5,2025-09-06 17:16:10.289091,,1682,5918,045381080,,124,,2025-09-06,176.2016,,K2502021,3.2608,4.4608,"{'active': 1, 'id': 3480, 'version': '20ST2', 'created_date': '2022-07-19', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'foreign_id': 260, 'active': 1, 'id': 1812}, 'foreign_id': 5176, 'roll_size': '40', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906'}",,65.5601659751037,,07087,,453810800,,,,1.20,,39.5,,2025-09-06 17:16:09.678061,,0,306153,06892,,G00
01,40.5,2025-09-06 17:01:28.093443,,1682,5918,045381081,,124,,2025-09-06,180.6624,,K2502021,3.2608,4.4608,"{'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'base_style': '180001', 'foreign_id': 260, 'active': 1, 'id': 1812}, 'act_yard_cut_wt': '9.64', 'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'roll_size': '40', 'foreign_id': 5176}",,67.2199170124481,,07087,,453810810,,,,1.20,,40.5,,2025-09-06 17:01:12.452688,,0,306150,02395,,G00
03,40.2,2025-09-08 13:31:27.805708,,1682,5918,045381082,,124,,2025-09-06,179.32416,,K2502021,3.2608,4.4608,"{'active': 1, 'id': 3480, 'created_date': '2022-07-19', 'version': '20ST2', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'foreign_id': 260, 'id': 1812, 'active': 1, 'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None}, 'foreign_id': 5176, 'roll_size': '40', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20'}",,77.9,,07055,,453810820,,,,1.20,,40.2,,2025-09-08 13:31:12.239813,,38,306268,02395,,G00
01,44.2,2025-09-06 19:56:09.120225,,1682,5918,045381083,,124,,2025-09-06,197.16736,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'version': '20ST2', 'created_date': '2022-07-19', 'id': 3480, 'active': 1, 'knit_style_base': {'foreign_id': 260, 'active': 1, 'id': 1812, 'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP'}, 'act_yard_cut_wt': '9.64'}",,73.3609958506224,,07087,,453810830,,,,1.20,,44.2,,2025-09-06 19:56:08.573654,,0,306176,02395,,G00
01,40.6,2025-09-06 20:01:27.518669,,1682,5918,045381084,,124,,2025-09-06,181.10848,,K2502021,3.2608,4.4608,"{'act_yard_cut_wt': '9.64', 'knit_style_base': {'foreign_id': 260, 'id': 1812, 'active': 1, 'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP'}, 'id': 3480, 'active': 1, 'created_date': '2022-07-19', 'version': '20ST2', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'foreign_id': 5176, 'roll_size': '40'}",,67.3858921161826,,07087,,453810840,,,,1.20,,40.6,,2025-09-06 20:01:16.147102,,0,306180,06892,,G00
01,39.4,2025-09-06 21:51:25.141758,,1682,5918,045381085,,124,,2025-09-06,175.75552,,K2502021,3.2608,4.4608,"{'knit_style_base': {'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '180001', 'id': 1812, 'active': 1, 'foreign_id': 260}, 'act_yard_cut_wt': '9.64', 'version': '20ST2', 'created_date': '2022-07-19', 'id': 3480, 'active': 1, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'roll_size': '40', 'foreign_id': 5176}",,65.3941908713693,,07087,,453810850,,,,1.20,,39.4,,2025-09-06 21:51:10.381058,,0,306193,06892,,G00
03,39.2,2025-09-09 18:31:12.368916,,1682,5918,045381086,,124,,2025-09-06,174.86336,,K2502021,3.2608,4.4608,"{'foreign_id': 5176, 'roll_size': '40', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'id': 3480, 'active': 1, 'created_date': '2022-07-19', 'version': '20ST2', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'active': 1, 'id': 1812, 'foreign_id': 260, 'base_style': '180001', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}}",,77.5,,06951,,453810860,,,,1.20,,39.2,,2025-09-08 03:26:10.914985,,38,306379,06892,,G00
01,40.3,2025-09-08 13:16:46.151613,,1682,5918,045381087,,124,,2025-09-08,179.77024,,K2502021,3.2608,4.4608,"{'act_yard_cut_wt': '9.64', 'knit_style_base': {'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '180001', 'id': 1812, 'active': 1, 'foreign_id': 260}, 'active': 1, 'id': 3480, 'created_date': '2022-07-19', 'version': '20ST2', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'foreign_id': 5176, 'roll_size': '40'}",,66.8879668049792,,06816,,453810870,,,,1.20,,40.3,,2025-09-08 13:16:11.022345,,0,306260,02395,,G00
03,39.2,2025-09-09 19:16:10.658068,,1682,5918,045381088,,124,,2025-09-08,174.86336,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'created_date': '2022-07-19', 'version': '20ST2', 'active': 1, 'id': 3480, 'knit_style_base': {'foreign_id': 260, 'active': 1, 'id': 1812, 'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None}, 'act_yard_cut_wt': '9.64'}",,77.3,,06951,,453810880,,,,1.20,,39.2,,2025-09-09 19:16:10.061552,,38,306388,02395,,G00
01,40.1,2025-09-09 14:41:09.416718,,1682,5918,045381089,,124,,2025-09-09,178.87808,,K2502021,3.2608,4.4608,"{'id': 3480, 'active': 1, 'created_date': '2022-07-19', 'version': '20ST2', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'active': 1, 'id': 1812, 'foreign_id': 260, 'base_style': '180001', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'foreign_id': 5176, 'roll_size': '40', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20'}",,66.5560165975104,,06816,,453810890,,,,1.20,,40.1,,2025-09-09 14:41:08.96856,,0,306354,02395,,G00
01,45.9,2025-09-08 20:56:09.213731,,1682,5918,045381090,,124,,2025-09-08,204.75072,,K2502021,3.2608,4.4608,"{'foreign_id': 5176, 'roll_size': '40', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'id': 3480, 'active': 1, 'version': '20ST2', 'created_date': '2022-07-19', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'foreign_id': 260, 'id': 1812, 'active': 1, 'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP'}}",,76.1825726141079,,07087,,453810900,,,,1.20,,45.9,,2025-09-08 20:56:08.520541,,0,306298,02395,,G00
01,36,2025-09-08 20:56:19.535858,,1682,5918,045381091,,124,,2025-09-08,160.5888,,K2502021,3.2608,4.4608,"{'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'foreign_id': 5176, 'roll_size': '40', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'foreign_id': 260, 'id': 1812, 'active': 1}, 'active': 1, 'id': 3480, 'created_date': '2022-07-19', 'version': '20ST2'}",,59.7510373443983,,07087,,453810910,,,,1.20,,36,,2025-09-08 20:56:08.651715,,0,306300,06892,,G00
01,39.8,2025-09-09 08:56:10.770439,,1682,5918,045381092,,124,,2025-09-08,177.53984,,K2502021,3.2608,4.4608,"{'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'foreign_id': 5176, 'roll_size': '40', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'base_style': '180001', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1812, 'foreign_id': 260}, 'id': 3480, 'active': 1, 'version': '20ST2', 'created_date': '2022-07-19'}",,66.058091286307,,06816,,453810920,,,,1.20,,39.8,,2025-09-09 08:56:10.252081,,0,306323,06892,,G00
01,40.2,2025-09-09 02:56:10.214608,,1682,5918,045381093,,124,,2025-09-08,179.32416,,K2502021,3.2608,4.4608,"{'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'foreign_id': 5176, 'roll_size': '40', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'base_style': '180001', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1812, 'foreign_id': 260}, 'id': 3480, 'active': 1, 'created_date': '2022-07-19', 'version': '20ST2'}",,66.7219917012448,,06523,,453810930,,,,1.20,,40.2,,2025-09-09 02:56:09.466185,,0,306316,06892,,G00
01,40.1,2025-09-09 11:36:09.199942,,1682,5918,045381094,,124,,2025-09-09,178.87808,,K2502021,3.2608,4.4608,"{'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'foreign_id': 5176, 'roll_size': '40', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'active': 1, 'id': 1812, 'foreign_id': 260, 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '180001'}, 'active': 1, 'id': 3480, 'created_date': '2022-07-19', 'version': '20ST2'}",,66.5560165975104,,06816,,453810940,,,,1.20,,40.1,,2025-09-09 11:36:08.683705,,0,306330,02395,,G00
01,40.1,2025-09-09 16:56:09.11393,,1682,5918,045381095,,124,,2025-09-09,178.87808,,K2502021,3.2608,4.4608,"{'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'roll_size': '40', 'foreign_id': 5176, 'knit_style_base': {'foreign_id': 260, 'active': 1, 'id': 1812, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'base_style': '180001'}, 'act_yard_cut_wt': '9.64', 'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480}",,66.5560165975104,,07087,,453810950,,,,1.20,,40.1,,2025-09-09 16:56:08.537906,,0,306367,02395,,G00
03,39.4,2025-09-10 17:51:11.381307,,1682,5918,045381096,,124,,2025-09-09,175.75552,,K2502021,3.2608,4.4608,"{'knit_style_base': {'base_style': '180001', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1812, 'active': 1, 'foreign_id': 260}, 'act_yard_cut_wt': '9.64', 'created_date': '2022-07-19', 'version': '20ST2', 'active': 1, 'id': 3480, 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'roll_size': '40', 'foreign_id': 5176}",,77,,06951,,453810960,,,,1.20,,39.4,,2025-09-10 17:51:10.637596,,39,306537,02395,,G00
01,43,2025-09-09 21:06:09.824975,,1682,5918,045381097,,124,,2025-09-09,191.8144,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480, 'knit_style_base': {'active': 1, 'id': 1812, 'foreign_id': 260, 'base_style': '180001', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'act_yard_cut_wt': '9.64'}",,71.3692946058091,,07087,,453810970,,,,1.20,,43,,2025-09-09 21:06:09.194157,,0,306409,06892,,G00
01,40.4,2025-09-10 02:51:12.182451,,1682,5918,045381098,,124,,2025-09-09,180.21632,,K2502021,3.2608,4.4608,"{'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'base_style': '180001', 'foreign_id': 260, 'active': 1, 'id': 1812}, 'act_yard_cut_wt': '9.64', 'created_date': '2022-07-19', 'version': '20ST2', 'id': 3480, 'active': 1, 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'roll_size': '40', 'foreign_id': 5176}",,67.0539419087137,,06523,,453810980,,,,1.20,,40.4,,2025-09-10 02:51:11.579673,,0,306436,06892,,G00
01,40.6,2025-09-10 03:21:12.858902,,1682,5918,045381099,,124,,2025-09-09,181.10848,,K2502021,3.2608,4.4608,"{'knit_style_base': {'base_style': '180001', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1812, 'active': 1, 'foreign_id': 260}, 'act_yard_cut_wt': '9.64', 'created_date': '2022-07-19', 'version': '20ST2', 'id': 3480, 'active': 1, 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'roll_size': '40', 'foreign_id': 5176}",,67.3858921161826,,06523,,453810990,,,,1.20,,40.6,,2025-09-10 03:21:12.175774,,0,306441,06892,,G00
01,39.9,2025-09-10 11:36:10.30034,,1682,5918,045381100,,124,,2025-09-10,177.98592,,K2502021,3.2608,4.4608,"{'version': '20ST2', 'created_date': '2022-07-19', 'id': 3480, 'active': 1, 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'base_style': '180001', 'foreign_id': 260, 'id': 1812, 'active': 1}, 'act_yard_cut_wt': '9.64', 'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50'}",,66.2240663900415,,06816,,453811000,,,,1.20,,39.9,,2025-09-10 11:36:09.776955,,0,306465,02395,,G00
01,40,2025-09-10 14:51:11.650336,,1682,5918,045381101,,124,,2025-09-10,178.432,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480, 'knit_style_base': {'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'foreign_id': 260, 'id': 1812, 'active': 1}, 'act_yard_cut_wt': '9.64'}",,66.3900414937759,,06816,,453811010,,,,1.20,,40,,2025-09-10 14:51:10.949459,,0,306500,02395,,G00
01,40.4,2025-09-10 16:51:12.454368,,1682,5918,045381102,,124,,2025-09-10,180.21632,,K2502021,3.2608,4.4608,"{'active': 1, 'id': 3480, 'version': '20ST2', 'created_date': '2022-07-19', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'active': 1, 'id': 1812, 'foreign_id': 260, 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '180001'}, 'foreign_id': 5176, 'roll_size': '40', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906'}",,67.0539419087137,,07087,,453811020,,,,1.20,,40.4,,2025-09-10 16:51:11.703254,,0,306529,02395,,G00
03,39.2,2025-09-11 18:31:12.909596,,1682,5918,045381103,,124,,2025-09-10,174.86336,,K2502021,3.2608,4.4608,"{'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480, 'knit_style_base': {'foreign_id': 260, 'id': 1812, 'active': 1, 'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP'}, 'act_yard_cut_wt': '9.64', 'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50'}",,76,,06951,,453811030,,,,1.20,,39.2,,2025-09-11 18:31:12.192925,,38,306687,02395,,G00
03,37.6,2025-09-11 00:26:21.298715,,1682,5918,045381104,,124,,2025-09-10,167.72608,,K2502021,3.2608,4.4608,"{'id': 3480, 'active': 1, 'created_date': '2022-07-19', 'version': '20ST2', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'foreign_id': 260, 'id': 1812, 'active': 1, 'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None}, 'foreign_id': 5176, 'roll_size': '40', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20'}",,72.9,,06951,,453811040,,,,1.20,,37.6,,2025-09-11 00:26:10.379042,,38,306590,06892,,G00
01,40.1,2025-09-11 05:31:25.907629,,1682,5918,045381105,,124,,2025-09-10,178.87808,,K2502021,3.2608,4.4608,"{'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'foreign_id': 5176, 'roll_size': '40', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'active': 1, 'id': 1812, 'foreign_id': 260, 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '180001'}, 'active': 1, 'id': 3480, 'version': '20ST2', 'created_date': '2022-07-19'}",,66.5560165975104,,06523,,453811050,,,,1.20,,40.1,,2025-09-11 05:31:14.792633,,0,306605,06892,,G00
03,39.2,2025-09-11 22:06:10.767353,,1682,5918,045381106,,124,,2025-09-11,174.86336,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480, 'knit_style_base': {'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'foreign_id': 260, 'id': 1812, 'active': 1}, 'act_yard_cut_wt': '9.64'}",,76.5,,06951,,453811060,,,,1.20,,39.2,,2025-09-11 22:06:10.124026,,38,306722,06892,,G00
03,39.2,2025-09-11 21:51:11.369592,,1682,5918,045381107,,124,,2025-09-11,174.86336,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480, 'knit_style_base': {'base_style': '180001', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1812, 'foreign_id': 260}, 'act_yard_cut_wt': '9.64'}",,76.7,,06951,,453811070,,,,1.20,,39.2,,2025-09-11 21:51:10.778808,,38,306720,02395,,G00
01,40.1,2025-09-11 16:46:09.869457,,1682,5918,045381108,,124,,2025-09-11,178.87808,,K2502021,3.2608,4.4608,"{'active': 1, 'id': 3480, 'created_date': '2022-07-19', 'version': '20ST2', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'foreign_id': 260, 'active': 1, 'id': 1812, 'base_style': '180001', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None}, 'foreign_id': 5176, 'roll_size': '40', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20'}",,66.5560165975104,,07087,,453811080,,,,1.20,,40.1,,2025-09-11 16:46:09.310493,,0,306672,02395,,G00
01,40.1,2025-09-11 16:51:17.807696,,1682,5918,045381109,,124,,2025-09-11,178.87808,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'version': '20ST2', 'created_date': '2022-07-19', 'id': 3480, 'active': 1, 'knit_style_base': {'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '180001', 'id': 1812, 'active': 1, 'foreign_id': 260}, 'act_yard_cut_wt': '9.64'}",,66.5560165975104,,07087,,453811090,,,,1.20,,40.1,,2025-09-11 16:51:11.347984,,0,306674,02395,,G00
01,41,2025-09-11 21:06:10.754204,,1682,5918,045381110,,124,,2025-09-11,182.8928,,K2502021,3.2608,4.4608,"{'id': 3480, 'active': 1, 'version': '20ST2', 'created_date': '2022-07-19', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'base_style': '180001', 'foreign_id': 260, 'active': 1, 'id': 1812}, 'foreign_id': 5176, 'roll_size': '40', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906'}",,68.0497925311203,,07087,,453811100,,,,1.20,,41,,2025-09-11 21:06:10.131768,,0,306707,02395,,G00
01,40.6,2025-09-11 21:01:12.334998,,1682,5918,045381111,,124,,2025-09-11,181.10848,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'price': '1.20', 'modified': '2025-02-27 10:15:12.760906', 'created_time': '08:34:26.02413', 'target_yard_cut_wt': '9.50', 'version': '20ST2', 'created_date': '2022-07-19', 'active': 1, 'id': 3480, 'knit_style_base': {'base_style': '180001', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1812, 'active': 1, 'foreign_id': 260}, 'act_yard_cut_wt': '9.64'}",,67.3858921161826,,07087,,453811110,,,,1.20,,40.6,,2025-09-11 21:01:11.691956,,0,306706,06892,,G00
01,39.4,2025-09-12 02:11:10.190034,,1682,5918,045381112,,124,,2025-09-11,175.75552,,K2502021,3.2608,4.4608,"{'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'foreign_id': 5176, 'roll_size': '40', 'act_yard_cut_wt': '9.64', 'knit_style_base': {'foreign_id': 260, 'active': 1, 'id': 1812, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'base_style': '180001'}, 'id': 3480, 'active': 1, 'created_date': '2022-07-19', 'version': '20ST2'}",,65.3941908713693,,06523,,453811120,,,,1.20,,39.4,,2025-09-12 02:11:09.595021,,0,306734,06892,,G00
01,40.2,2025-09-12 10:01:12.196049,,1682,5918,045381113,,124,,2025-09-12,179.32416,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'created_date': '2022-07-19', 'version': '20ST2', 'id': 3480, 'active': 1, 'knit_style_base': {'foreign_id': 260, 'id': 1812, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'base_style': '180001'}, 'act_yard_cut_wt': '9.64'}",,66.7219917012448,,06816,,453811130,,,,1.20,,40.2,,2025-09-12 10:01:11.469093,,0,306752,06892,,G00
01,40.2,2025-09-12 13:36:10.204426,,1682,5918,045381114,,124,,2025-09-12,179.32416,,K2502021,3.2608,4.4608,"{'roll_size': '40', 'foreign_id': 5176, 'modified': '2025-02-27 10:15:12.760906', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '08:34:26.02413', 'created_date': '2022-07-19', 'version': '20ST2', 'id': 3480, 'active': 1, 'knit_style_base': {'foreign_id': 260, 'active': 1, 'id': 1812, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'FAYT - FAYTEX CORP', 'base_style': '180001'}, 'act_yard_cut_wt': '9.64'}",,66.7219917012448,,06816,,453811140,,,,1.20,,40.2,,2025-09-12 13:36:09.741554,,0,306786,02395,,G00
