job,updated_by,quoted_date,uom,qty_G00,requested_date,qty_shipped,id,knitter,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,seconds,instructions,close_dt,knit_style_base,created_by,note,created_date,internal_notes,modified,costing_exception_overridden,knit_price,unit_cost_yarn,machine,knit_version,schedule_status,customer_service_rep,active,ship_to_processor,qty_ordered,status,ship_to,split_from,serial_number,sched_enter_by,related_dye_order_plan,sched_done_by,purchase_order,bki
33818,5,2025-09-19,lbs,,2025-09-19,1738.8,6532,1,,315,1685,2025-08-11,2025-08-11 12:27:58.972806,53.8,,,"{'foreign_id': 3738, 'active': 1, 'id': 2166, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2837'}",72,,2025-08-11 12:27:58.972806,,2025-09-11 18:51:11.692747,0,1.25,1.52765,201,"{'price': '1.25', 'modified': '2025-09-04 09:19:33.363333', 'created_time': '12:25:43.817264', 'target_yard_cut_wt': '39.30', 'roll_size': '250', 'foreign_id': 8468, 'knit_style_base': 2166, 'act_yard_cut_wt': '41.20', 'version': '1CL', 'created_date': '2025-08-11', 'id': 6304, 'active': 1}",Required,19,1,,2000,Open,,,K2508029,72,8983.0,,,45433
33817,72,2025-09-19,lbs,0,2025-09-19,8119.9,6531,1,,6646.3,7853.7,2025-08-18,2025-08-11 12:21:54.198297,266.2,,,"{'base_style': 'CEE2839', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 3695, 'id': 2131, 'active': 1}",72,,2025-08-11 12:21:54.198297,,2025-09-11 19:26:09.397681,0,1.25,1.451618,213,"{'active': 1, 'id': 6303, 'created_date': '2025-08-11', 'version': '1CL', 'act_yard_cut_wt': '41.82', 'knit_style_base': 2131, 'foreign_id': 8466, 'roll_size': '250', 'target_yard_cut_wt': '37.50', 'created_time': '12:16:32.67744', 'modified': '2025-08-25 13:22:03.155486', 'price': '1.25'}",Required,19,1,,14500,Open,,,K2508028,72,8982.0,,,45336
33816,72,2025-09-12,lbs,,2025-09-12,5453.2,6530,1,,11317.6,4932.4,2025-08-18,2025-08-11 12:20:43.981143,520.8,,,"{'foreign_id': 3694, 'active': 1, 'id': 2130, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2838'}",72,,2025-08-11 12:20:43.981143,,2025-09-05 21:26:09.752631,0,1.25,1.44976,211,"{'price': '1.25', 'modified': '2025-09-11 08:36:50.729391', 'created_time': '14:53:04.760625', 'target_yard_cut_wt': '42.00', 'roll_size': '250', 'foreign_id': 8394, 'knit_style_base': 2130, 'act_yard_cut_wt': '42.60', 'version': '1IN', 'created_date': '2025-07-18', 'id': 6240, 'active': 1}",Required,19,1,,16250,Open,,,K2508027,72,8981.0,,,45335
33815,72,2025-09-12,lbs,,2025-09-12,3185.9,6529,1,,4809.3,2940.7,2025-08-25,2025-08-11 12:06:44.255975,245.2,,,"{'foreign_id': 4009, 'active': 1, 'id': 2395, 'base_style': 'CEE2840', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,,2025-08-11 12:06:44.255975,,2025-09-11 12:01:12.773992,0,1.25,1.45034,212,"{'created_time': '16:28:00.488442', 'target_yard_cut_wt': '39.60', 'price': '1.25', 'modified': '2025-09-04 08:21:48.792353', 'foreign_id': 8433, 'roll_size': '250', 'act_yard_cut_wt': '40.80', 'knit_style_base': 2395, 'id': 6274, 'active': 1, 'version': '1ICG', 'created_date': '2025-07-29'}",Required,19,1,,7750,Open,,,K2508026,72,8980.0,,,45378
33814,72,2025-09-12,lbs,,2025-09-12,,6528,1,,3250,0,2025-08-18,2025-08-11 12:03:47.984455,,,,"{'foreign_id': 4029, 'id': 2412, 'active': 1, 'base_style': 'CEE2841', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,,2025-08-11 12:03:47.984455,,2025-09-12 09:34:03.632315,0,1.25,1.53623,,"{'version': '1D', 'created_date': '2025-08-27', 'id': 6347, 'active': 1, 'knit_style_base': 2412, 'act_yard_cut_wt': '39.64', 'roll_size': '250', 'foreign_id': 8517, 'price': '1.25', 'modified': '2025-09-03 15:55:14.925198', 'created_time': '14:37:09.920219', 'target_yard_cut_wt': '37.50'}",Required,19,1,,3250,Open,,,K2508025,72,8979.0,,,
33813,9,,lbs,0,2025-08-15,272.8,6527,1,,1.90000000000001,247.1,2025-08-12,2025-08-11 11:50:02.646514,25.7,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5524', 'foreign_id': 5452, 'id': 3505, 'active': 1}",9,,2025-08-11 11:50:02.646514,,2025-09-06 20:56:10.178874,0,2.00,1.245619,96,"{'active': 1, 'id': 6286, 'version': '0', 'created_date': '2025-08-01', 'act_yard_cut_wt': '15.10', 'knit_style_base': 3505, 'foreign_id': 8445, 'roll_size': '83', 'created_time': '16:15:53.543575', 'target_yard_cut_wt': '14.75', 'price': '2.00', 'modified': '2025-09-11 14:11:44.190715'}",Required,1,1,3.0,249,Open,,,K2508024,9,,,,
33799,10,,lbs,51.3,2025-08-15,42.7,6526,1,,18,94.0,2025-08-11,2025-08-08 15:30:04.706127,,,,"{'active': 1, 'id': 1909, 'foreign_id': 3396, 'base_style': 'CF5138', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",10,,2025-08-08 15:30:04.706127,,2025-09-05 11:31:29.493477,0,0.55,2.84,,"{'target_yard_cut_wt': '9.75', 'created_time': '08:46:17.923187', 'modified': '2025-07-25 14:49:26.412292', 'price': '0.55', 'foreign_id': 5331, 'roll_size': '56', 'act_yard_cut_wt': '9.00', 'knit_style_base': 1909, 'id': 3611, 'active': 1, 'created_date': '2022-08-23', 'version': '0'}",,2,1,,112,Open,,,K2508023,10,,,Email 8/8,
33798,10,,lbs,1158.6,2025-08-15,1197.5,6525,1,,0,2317.5,2025-08-11,2025-08-08 15:29:15.345256,38.6,,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5136', 'active': 1, 'id': 1908, 'foreign_id': 3394}",10,,2025-08-08 15:29:15.345256,,2025-09-06 12:21:30.65239,0,0.55,2.84,,"{'created_date': '2022-08-23', 'version': '0', 'id': 3610, 'active': 1, 'knit_style_base': 1908, 'act_yard_cut_wt': '7.95', 'roll_size': '50', 'foreign_id': 5329, 'modified': '2025-06-27 15:34:31.113724', 'price': '0.55', 'target_yard_cut_wt': '8.9', 'created_time': '08:33:38.71941'}",,2,1,,2300,Open,,,K2508022,10,,,Email 8/8,
33795,9,,lbs,,2025-10-03,,6524,1,,6100,0,2025-09-01,2025-08-08 13:39:17.951685,,,,"{'active': 1, 'id': 542, 'foreign_id': 290, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '751SM0780'}",9,,2025-08-08 13:39:17.951685,,2025-08-08 13:39:17.951685,0,1.25,3.3911,88,"{'knit_style_base': 542, 'act_yard_cut_wt': '28.36', 'created_date': '2018-06-22', 'version': '1', 'id': 1045, 'active': 1, 'modified': '2023-11-29 22:58:58.768231', 'price': '1.25', 'target_yard_cut_wt': '29.00', 'created_time': '09:59:43.909493', 'roll_size': '125', 'foreign_id': 290}",Required,1,1,3.0,6100,Open,,,K2508021,9,,,,
33794,9,,lbs,81,2025-10-03,1304.0,6523,1,,1626.1,1373.9,2025-08-18,2025-08-08 13:38:16.836029,11.1,,,"{'active': 1, 'id': 657, 'foreign_id': 399, 'base_style': '721SM0470', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,2025-08-08 13:38:16.836029,,2025-09-12 23:26:23.589427,0,0.60,4.19,45,"{'active': 1, 'id': 1207, 'created_date': '2018-07-20', 'version': 'U', 'act_yard_cut_wt': '25.98', 'knit_style_base': 657, 'foreign_id': 389, 'roll_size': '80', 'target_yard_cut_wt': '27.00', 'created_time': '16:48:33.114705', 'modified': '2023-12-08 14:23:47.553408', 'price': '0.60'}",Required,1,1,3.0,3000,Open,,,K2508020,9,,,,
33793,5,,lbs,,2025-10-03,1184,6522,1,,6816,1184,2025-09-15,2025-08-08 13:36:01.437907,,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1SM0470', 'foreign_id': 644, 'id': 422, 'active': 1}",9,,2025-08-08 13:36:01.437907,,2025-09-11 21:41:09.914388,0,0.60,4.19,127,"{'active': 1, 'id': 860, 'version': '30G', 'created_date': '2018-10-03', 'act_yard_cut_wt': '22.58', 'knit_style_base': 422, 'foreign_id': 692, 'roll_size': '100', 'created_time': '16:46:28.100415', 'target_yard_cut_wt': '19.70', 'price': '0.60', 'modified': '2023-11-29 22:59:37.035053'}",Required,1,1,3.0,8000,Open,,,K2508019,9,,,,
33784,9,,lbs,,2025-08-22,40.7,6521,1,,0,40.7,2025-08-15,2025-08-08 11:25:53.49976,,,,"{'foreign_id': 5455, 'id': 3508, 'active': 1, 'base_style': 'CF5526', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",9,,2025-08-08 11:25:53.49976,,2025-09-05 23:36:11.880555,0,1.25,4.05,103,"{'modified': '2025-09-11 13:36:04.17199', 'price': '1.25', 'target_yard_cut_wt': '15.2', 'created_time': '16:37:33.394814', 'roll_size': '40', 'foreign_id': 8455, 'knit_style_base': 3508, 'act_yard_cut_wt': '16.40', 'created_date': '2025-08-06', 'version': '0', 'active': 1, 'id': 6296}",Required,1,1,4.0,40,Open,,,K2508018,9,8975.0,,PE-ACS-2407-OY1-023,
33782,80,,lbs,,2025-08-15,51.1,6520,1,,0,38,2025-08-12,2025-08-08 11:12:47.529642,13.1,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4798A', 'foreign_id': 5460, 'active': 1, 'id': 3511}",80,,2025-08-08 11:12:47.529642,,2025-09-05 09:26:10.304051,0,0.85,1.310974,158,"{'created_time': '14:24:46.843591', 'target_yard_cut_wt': '17.2', 'price': '0.85', 'modified': '2025-09-05 10:43:31.096757', 'foreign_id': 8458, 'roll_size': '36', 'act_yard_cut_wt': '16.75', 'knit_style_base': 3511, 'active': 1, 'id': 6299, 'version': '1', 'created_date': '2025-08-07'}",Required,16,1,,36,Open,,,K2508017,80,,,,45324
33770,10,2025-08-07,lbs,17.9,2025-08-07,,6519,1,,2.1,17.9,2025-08-07,2025-08-07 15:07:36.880784,,Celanese,,"{'foreign_id': 5453, 'id': 3506, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5525'}",10,,2025-08-07 15:07:36.880784,,2025-08-11 19:26:09.224754,0,0.01,3.835791,,"{'foreign_id': 8450, 'roll_size': '20', 'created_time': '09:03:46.119523', 'target_yard_cut_wt': '7', 'price': '0.00', 'modified': '2025-08-07 15:10:57.175905', 'active': 1, 'id': 6291, 'version': '0', 'created_date': '2025-08-05', 'act_yard_cut_wt': None, 'knit_style_base': 3506}",,2,1,,20,Open,,,K2508016,10,,,,
33763,80,,lbs,,2025-08-22,,6518,1,,50,0,2025-08-15,2025-08-07 14:05:43.036411,,,,"{'base_style': 'CEE4797A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3509, 'foreign_id': 5456}",80,,2025-08-07 14:05:43.036411,,2025-08-25 16:32:06.172867,0,1.25,1.818001,123,"{'version': '1', 'created_date': '2025-08-07', 'id': 6297, 'active': 1, 'knit_style_base': 3509, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8456, 'price': '1.25', 'modified': '2025-08-07 14:03:22.507164', 'created_time': '10:53:52.322282', 'target_yard_cut_wt': '24.4'}",Required,16,1,,50,Open,,,K2508015,80,8972.0,,,45319
33762,80,,lbs,,2025-08-22,,6517,1,,50,0,2025-08-13,2025-08-07 13:13:11.627273,,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE4795A', 'foreign_id': 5454, 'id': 3507, 'active': 1}",80,,2025-08-07 13:13:11.627273,,2025-09-12 09:34:05.694129,0,1.25,2.514505,123,"{'knit_style_base': 3507, 'act_yard_cut_wt': None, 'created_date': '2025-08-06', 'version': '1', 'active': 1, 'id': 6294, 'modified': '2025-08-08 16:13:31.543479', 'price': '1.25', 'target_yard_cut_wt': '25.3', 'created_time': '15:43:09.598817', 'roll_size': '50', 'foreign_id': 8453}",Required,16,1,,50,Open,,,K2508014,80,8971.0,,,45318
33750,72,2025-10-31,lbs,991,2025-10-31,7909.3,6516,1,,7786.9,8213.1,2025-08-07,2025-08-06 16:15:22.295231,687.2,,,"{'active': 1, 'id': 2908, 'foreign_id': 4699, 'base_style': 'C1B4312A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,,2025-08-06 16:15:22.295231,,2025-09-12 15:16:12.431621,0,0.85,2.61963,190,"{'roll_size': '250', 'foreign_id': 8409, 'modified': '2025-08-05 10:24:30.970851', 'price': '0.85', 'target_yard_cut_wt': '34.5', 'created_time': '15:34:58.196167', 'created_date': '2025-07-22', 'version': '2RECA', 'id': 6252, 'active': 1, 'knit_style_base': 2908, 'act_yard_cut_wt': '32.65'}",Complete,19,1,,16000,Open,,,K2508013,72,8968.0,,,45312
33748,9,,lbs,242.1,2025-08-18,216.0,6515,1,,0,440.7,2025-08-15,2025-08-06 15:33:59.227194,17.4,,,"{'foreign_id': 5008, 'active': 1, 'id': 3287, 'base_style': 'CF5430', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None}",9,,2025-08-06 15:33:59.227194,,2025-08-22 21:51:11.444809,0,0.50,0.22562,65,"{'knit_style_base': 3287, 'act_yard_cut_wt': '11.00', 'created_date': '2024-09-18', 'version': '0', 'active': 1, 'id': 5874, 'modified': '2025-08-25 12:48:50.606575', 'price': '0.50', 'target_yard_cut_wt': '14.00', 'created_time': '09:37:23.286787', 'roll_size': '30', 'foreign_id': 7677}",Required,1,1,4.0,320,Open,,,K2508012,9,,,ML8624-SC,
33747,9,,lbs,0,2025-08-29,2115.9,6514,1,,0,1980.2,2025-08-11,2025-08-06 15:32:45.0462,135.7,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'base_style': 'CF5436', 'foreign_id': 5094, 'active': 1, 'id': 3217}",9,,2025-08-06 15:32:45.0462,,2025-09-06 19:46:09.384016,0,0.70,0,27,"{'version': '0', 'created_date': '2024-10-24', 'active': 1, 'id': 5746, 'knit_style_base': 3217, 'act_yard_cut_wt': '17.55', 'roll_size': '50', 'foreign_id': 7803, 'price': '0.70', 'modified': '2025-09-02 13:39:54.55117', 'created_time': '15:13:11.419134', 'target_yard_cut_wt': '14.50'}",Required,1,1,5.0,1800,Open,,,K2508011,9,,,ML8624-SC,
33746,9,,lbs,889.7,2025-09-05,2.1,6513,1,,1510.3,889.7,2025-08-25,2025-08-06 15:31:34.717005,2.1,,,"{'base_style': 'CF5459', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3289, 'foreign_id': 5157}",9,,2025-08-06 15:31:34.717005,,2025-09-13 00:26:38.51841,0,0.50,0,58,"{'version': '0', 'created_date': '2024-12-03', 'id': 5875, 'active': 1, 'knit_style_base': 3289, 'act_yard_cut_wt': '10.15', 'roll_size': '50', 'foreign_id': 7893, 'price': '0.50', 'modified': '2025-06-26 16:24:19.368616', 'created_time': '16:01:26.261629', 'target_yard_cut_wt': '10.00'}",Required,1,1,4.0,2400,Open,,,K2508010,9,,,ML8624-SC,
33738,72,2025-12-05,lbs,242,2025-12-05,4066.7,6512,1,,2498.4,3751.6,2025-08-11,2025-08-06 12:52:45.424054,557.1,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4078', 'active': 1, 'id': 2618, 'foreign_id': 4304}",72,,2025-08-06 12:52:45.424054,,2025-09-12 19:46:09.075878,0,1.25,2.85235,221,"{'id': 6247, 'active': 1, 'created_date': '2025-07-22', 'version': '2A', 'act_yard_cut_wt': '31.50', 'knit_style_base': 2618, 'foreign_id': 8404, 'roll_size': '250', 'target_yard_cut_wt': '29.85', 'created_time': '11:50:41.8658', 'modified': '2025-09-05 09:32:30.247264', 'price': '1.25'}",Complete,19,1,,6250,Open,,,K2508009,72,8967.0,,,45308
33733,72,2025-08-15,lbs,,2025-08-15,2530,6511,1,,0,2530,2025-08-06,2025-08-06 09:26:46.284411,,,,"{'id': 2889, 'active': 1, 'foreign_id': 4674, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4293A'}",72,,2025-08-06 09:26:46.284411,,2025-08-28 09:36:10.808371,0,1.25,3.36434,135,"{'foreign_id': 8451, 'roll_size': '250', 'created_time': '16:03:19.472927', 'target_yard_cut_wt': '29.85', 'price': '1.25', 'modified': '2025-08-28 10:00:06.316783', 'id': 6292, 'active': 1, 'version': '1V', 'created_date': '2025-08-05', 'act_yard_cut_wt': '32.0', 'knit_style_base': 2889}",Complete,19,1,,1250,Open,,,K2508008,72,8963.0,,,45299
33705,80,,lbs,,2025-08-15,,6508,1,,50,0,2025-08-15,2025-08-04 16:49:10.684985,,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4751A', 'foreign_id': 5378, 'active': 1, 'id': 3445}",80,,2025-08-04 16:49:10.684985,,2025-08-04 16:53:06.16055,0,1.25,1.788021,123,"{'act_yard_cut_wt': None, 'knit_style_base': 3445, 'active': 1, 'id': 6290, 'version': '2', 'created_date': '2025-08-04', 'created_time': '15:35:21.455636', 'target_yard_cut_wt': '24.4', 'price': '1.25', 'modified': '2025-08-04 15:35:21.455636', 'foreign_id': 8449, 'roll_size': '50'}",Required,16,1,,50,Open,,,K2508005,80,,,,45287
33702,72,2025-09-30,lbs,70.2,2025-09-30,633.2,6507,1,,4498.9,701.1,2025-08-05,2025-08-04 16:09:31.942237,2.3,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CT4785', 'foreign_id': 5424, 'id': 3478, 'active': 1}",72,,2025-08-04 16:09:31.942237,,2025-09-02 21:36:15.205997,0,1.05,1.06,92,"{'knit_style_base': 3478, 'act_yard_cut_wt': '4.05', 'version': '1', 'created_date': '2025-07-18', 'active': 1, 'id': 6242, 'price': '1.05', 'modified': '2025-09-05 10:34:26.512055', 'created_time': '15:11:07.968165', 'target_yard_cut_wt': '3.9', 'roll_size': '52', 'foreign_id': 8396}",Complete,19,1,,5200,Open,,,K2508004,72,,,,45286
33677,72,2025-08-29,lbs,,2025-08-29,3005.5,6504,1,,2009,2991,2025-08-04,2025-08-01 14:29:02.093912,14.5,,,"{'base_style': 'C1B4125A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 4806, 'active': 1, 'id': 2991}",72,,2025-08-01 14:29:02.093912,,2025-09-04 22:06:11.37059,0,0.85,2.4493,197,"{'price': '0.85', 'modified': '2025-08-18 14:18:18.621987', 'created_time': '14:13:52.028702', 'target_yard_cut_wt': '19', 'roll_size': '250', 'foreign_id': 8444, 'knit_style_base': 2991, 'act_yard_cut_wt': '18.40', 'version': '1CO', 'created_date': '2025-08-01', 'id': 6285, 'active': 1}",Complete,19,1,,5000,Open,,,K2508001,72,8953.0,,,45278
33661,80,,lbs,,2025-08-15,85.2,6503,1,,0,55.4,2025-08-08,2025-07-31 16:24:00.064369,29.8,,,"{'active': 1, 'id': 3438, 'foreign_id': 5369, 'base_style': 'C1B4746A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",80,,2025-07-31 16:24:00.064369,,2025-08-14 22:41:09.512432,0,0.85,1.559905,147,"{'act_yard_cut_wt': '29.250', 'knit_style_base': 3438, 'id': 6163, 'active': 1, 'created_date': '2025-06-10', 'version': '1', 'target_yard_cut_wt': '28.35', 'created_time': '14:52:53.377217', 'modified': '2025-08-18 14:14:06.619509', 'price': '0.85', 'foreign_id': 8302, 'roll_size': '45'}",Required,16,1,,45,Open,,,K2507116,80,8952.0,,,45279
33653,10,,lbs,21.6,2025-08-08,,6501,1,,0,21.6,2025-08-05,2025-07-31 13:39:58.684799,,Celanese,,"{'base_style': 'CF5517', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3496, 'foreign_id': 5443}",80,,2025-07-31 13:39:58.684799,,2025-08-06 17:51:13.554279,0,0.01,2.877864,17,"{'target_yard_cut_wt': '10.8', 'created_time': '11:51:39.808547', 'modified': '2025-08-05 07:58:05.859773', 'price': None, 'foreign_id': 8435, 'roll_size': '20', 'act_yard_cut_wt': '10.00', 'knit_style_base': 3496, 'active': 1, 'id': 6276, 'created_date': '2025-07-30', 'version': '0'}",Required,2,1,,20,Open,,,K2507114,80,,,,45270
33652,10,,lbs,22,2025-08-08,,6500,1,,0,22,2025-08-05,2025-07-31 13:35:39.848762,,Celanese,,"{'foreign_id': 5449, 'active': 1, 'id': 3502, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5523'}",80,,2025-07-31 13:35:39.848762,,2025-08-11 19:01:11.208992,0,0.01,0.927699,17,"{'active': 1, 'id': 6282, 'version': '0', 'created_date': '2025-07-30', 'act_yard_cut_wt': None, 'knit_style_base': 3502, 'foreign_id': 8441, 'roll_size': '20', 'created_time': '12:07:43.222441', 'target_yard_cut_wt': '9.8', 'price': None, 'modified': '2025-08-08 11:30:14.12297'}",Required,2,1,,20,Open,,,K2507113,80,,,,45269
33649,10,,lbs,18.2,2025-08-08,,6499,1,,1.8,18.2,2025-08-05,2025-07-31 11:33:06.994887,,Celanese,,"{'id': 3501, 'active': 1, 'foreign_id': 5448, 'base_style': 'CF5522', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",80,,2025-07-31 11:33:06.994887,,2025-08-08 17:56:09.3886,0,0.01,3.835791,17,"{'price': None, 'modified': '2025-08-05 09:03:09.881673', 'created_time': '12:05:02.673628', 'target_yard_cut_wt': '7', 'roll_size': '20', 'foreign_id': 8440, 'knit_style_base': 3501, 'act_yard_cut_wt': None, 'version': '0', 'created_date': '2025-07-30', 'active': 1, 'id': 6281}",Required,2,1,,20,Open,,,K2507112,80,,,,45268
33647,10,,lbs,43.8,2025-08-08,,6497,1,,0,43.8,2025-08-05,2025-07-31 11:28:07.752173,,Celanese,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5520', 'id': 3499, 'active': 1, 'foreign_id': 5446}",80,,2025-07-31 11:28:07.752173,,2025-08-11 18:31:11.037156,0,0.01,1.62435,17,"{'foreign_id': 8438, 'roll_size': '20', 'target_yard_cut_wt': '9', 'created_time': '12:00:37.777007', 'modified': '2025-08-05 09:02:39.812621', 'price': '0.00', 'id': 6279, 'active': 1, 'created_date': '2025-07-30', 'version': '0', 'act_yard_cut_wt': None, 'knit_style_base': 3499}",Required,2,1,,40,Open,,,K2507110,80,,,,45266
33646,10,,lbs,51.9,2025-08-08,,6496,1,,48.1,51.9,2025-08-05,2025-07-31 11:24:22.014866,,Celanese,,"{'foreign_id': 5445, 'active': 1, 'id': 3498, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5519'}",80,,2025-07-31 11:24:22.014866,,2025-08-11 18:46:08.344046,0,0.01,1.51671,17,"{'created_time': '11:59:22.928105', 'target_yard_cut_wt': '9', 'price': '0.00', 'modified': '2025-08-05 09:02:24.624607', 'foreign_id': 8437, 'roll_size': '20', 'act_yard_cut_wt': None, 'knit_style_base': 3498, 'active': 1, 'id': 6278, 'version': '0', 'created_date': '2025-07-30'}",Required,2,1,,100,Open,,,K2507109,80,,,,45265
33645,10,,lbs,46.3,2025-08-08,,6495,1,,0,46.3,2025-08-05,2025-07-31 11:21:10.299305,,Celanese,,"{'base_style': 'CF5518', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 5444, 'active': 1, 'id': 3497}",80,,2025-07-31 11:21:10.299305,,2025-08-11 19:16:12.307685,0,0.01,1.51671,17,"{'created_time': '11:55:02.915819', 'target_yard_cut_wt': '9', 'price': '0.00', 'modified': '2025-08-05 09:02:02.953153', 'foreign_id': 8436, 'roll_size': '20', 'act_yard_cut_wt': None, 'knit_style_base': 3497, 'active': 1, 'id': 6277, 'version': '0', 'created_date': '2025-07-30'}",Required,2,1,,40,Open,,,K2507108,80,,,,45263
