job,uom,qty_G00,requested_date,quoted_date,knitter,qty_shipped,id,updated_by,seconds,instructions,sched_done_dt,balance,knit_start,sched_enter_dt,qty_received,created_date,note,internal_notes,knit_style_base,close_dt,created_by,machine,unit_cost_yarn,knit_version,knit_price,modified,costing_exception_overridden,customer_service_rep,active,ship_to_processor,schedule_status,sched_enter_by,split_from,serial_number,status,ship_to,qty_ordered,sched_done_by,purchase_order,related_dye_order_plan,bki
33852,lbs,,2025-08-15,2025-08-15,1,130.7,6536,72,22.3,,,0,2025-08-12,2025-08-12 13:56:12.714529,108.4,2025-08-12 13:56:12.714529,,,"{'active': 1, 'id': 3322, 'foreign_id': 5223, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4639A'}",,72,46,1.61969,"{'foreign_id': 8006, 'roll_size': '50', 'created_time': '09:50:30.636994', 'target_yard_cut_wt': '31.8', 'price': '0.00', 'modified': '2025-08-25 12:44:39.798996', 'id': 5924, 'active': 1, 'version': '1', 'created_date': '2025-02-03', 'act_yard_cut_wt': '31.85', 'knit_style_base': 3322}",0.01,2025-08-16 09:01:13.127288,0,19,1,,Complete,72,,K2508033,Open,,100,,,8996.0,45339
33842,lbs,,2025-08-22,,1,575.8,6535,10,26.2,,,0.399999999999977,2025-08-14,2025-08-12 11:43:53.474633,549.6,2025-08-12 11:43:53.474633,,,"{'foreign_id': 3266, 'active': 1, 'id': 1804, 'base_style': 'CF5105', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'KITH - KEEP IT HERE'}",,10,,2.13,"{'roll_size': '50', 'foreign_id': 8460, 'modified': '2025-08-25 12:46:24.687168', 'price': '0.45', 'target_yard_cut_wt': '8.9', 'created_time': '15:52:38.935045', 'created_date': '2025-08-07', 'version': 'OE', 'active': 1, 'id': 6301, 'knit_style_base': 1804, 'act_yard_cut_wt': '8.45'}",0.45,2025-08-25 12:01:12.528954,0,2,1,4.0,,10,,K2508032,Open,,550,,Yarn Trial,,
33819,lbs,,2025-09-05,2025-09-05,1,1751.4,6534,72,73.4,,,322,2025-08-11,2025-08-11 14:09:28.708908,1678.0,2025-08-11 14:09:28.708908,,,"{'base_style': 'C1B4125A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 4806, 'active': 1, 'id': 2991}",,72,189,2.4493,"{'active': 1, 'id': 6285, 'version': '1CO', 'created_date': '2025-08-01', 'act_yard_cut_wt': '18.40', 'knit_style_base': 2991, 'foreign_id': 8444, 'roll_size': '250', 'created_time': '14:13:52.028702', 'target_yard_cut_wt': '19', 'price': '0.85', 'modified': '2025-08-18 14:18:18.621987'}",0.85,2025-08-28 14:46:09.866654,0,19,1,,Complete,72,,K2508031,Open,,2000,,,8984.0,45337
33816,lbs,,2025-09-12,2025-09-12,1,2596,6533,72,,,,0,2025-08-11,2025-08-11 13:33:51.146371,2596,2025-08-11 13:33:51.146371,,,"{'foreign_id': 3694, 'id': 2130, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2838'}",,72,212,1.44976,"{'foreign_id': 8394, 'roll_size': '250', 'created_time': '14:53:04.760625', 'target_yard_cut_wt': '42.00', 'price': '1.25', 'modified': '2025-09-11 08:36:50.729391', 'active': 1, 'id': 6240, 'version': '1IN', 'created_date': '2025-07-18', 'act_yard_cut_wt': '42.60', 'knit_style_base': 2130}",1.25,2025-08-27 14:53:21.475113,0,19,1,,Complete,72,6530.0,K2508030,Open,,2500,,,8981.0,45334
33818,lbs,,2025-09-19,2025-09-19,1,1738.8,6532,5,53.8,,,315,2025-08-11,2025-08-11 12:27:58.972806,1685,2025-08-11 12:27:58.972806,,,"{'foreign_id': 3738, 'id': 2166, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE2837'}",,72,201,1.52765,"{'active': 1, 'id': 6304, 'version': '1CL', 'created_date': '2025-08-11', 'act_yard_cut_wt': '41.20', 'knit_style_base': 2166, 'foreign_id': 8468, 'roll_size': '250', 'created_time': '12:25:43.817264', 'target_yard_cut_wt': '39.30', 'price': '1.25', 'modified': '2025-09-04 09:19:33.363333'}",1.25,2025-09-11 18:51:11.692747,0,19,1,,Required,72,,K2508029,Open,,2000,,,8983.0,45433
33817,lbs,0,2025-09-19,2025-09-19,1,8119.9,6531,72,266.2,,,6646.3,2025-08-18,2025-08-11 12:21:54.198297,7853.7,2025-08-11 12:21:54.198297,,,"{'foreign_id': 3695, 'active': 1, 'id': 2131, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2839'}",,72,213,1.451618,"{'knit_style_base': 2131, 'act_yard_cut_wt': '41.82', 'created_date': '2025-08-11', 'version': '1CL', 'id': 6303, 'active': 1, 'modified': '2025-08-25 13:22:03.155486', 'price': '1.25', 'target_yard_cut_wt': '37.50', 'created_time': '12:16:32.67744', 'roll_size': '250', 'foreign_id': 8466}",1.25,2025-09-11 19:26:09.397681,0,19,1,,Required,72,,K2508028,Open,,14500,,,8982.0,45336
33816,lbs,,2025-09-12,2025-09-12,1,5453.2,6530,72,520.8,,,11317.6,2025-08-18,2025-08-11 12:20:43.981143,4932.4,2025-08-11 12:20:43.981143,,,"{'foreign_id': 3694, 'id': 2130, 'active': 1, 'base_style': 'CEE2838', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,72,211,1.44976,"{'active': 1, 'id': 6240, 'version': '1IN', 'created_date': '2025-07-18', 'act_yard_cut_wt': '42.60', 'knit_style_base': 2130, 'foreign_id': 8394, 'roll_size': '250', 'created_time': '14:53:04.760625', 'target_yard_cut_wt': '42.00', 'price': '1.25', 'modified': '2025-09-11 08:36:50.729391'}",1.25,2025-09-05 21:26:09.752631,0,19,1,,Required,72,,K2508027,Open,,16250,,,8981.0,45335
33815,lbs,,2025-09-12,2025-09-12,1,3185.9,6529,72,245.2,,,4809.3,2025-08-25,2025-08-11 12:06:44.255975,2940.7,2025-08-11 12:06:44.255975,,,"{'active': 1, 'id': 2395, 'foreign_id': 4009, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2840'}",,72,212,1.45034,"{'active': 1, 'id': 6274, 'version': '1ICG', 'created_date': '2025-07-29', 'act_yard_cut_wt': '40.80', 'knit_style_base': 2395, 'foreign_id': 8433, 'roll_size': '250', 'created_time': '16:28:00.488442', 'target_yard_cut_wt': '39.60', 'price': '1.25', 'modified': '2025-09-04 08:21:48.792353'}",1.25,2025-09-11 12:01:12.773992,0,19,1,,Required,72,,K2508026,Open,,7750,,,8980.0,45378
33814,lbs,,2025-09-12,2025-09-12,1,,6528,72,,,,3250,2025-08-18,2025-08-11 12:03:47.984455,0,2025-08-11 12:03:47.984455,,,"{'foreign_id': 4029, 'active': 1, 'id': 2412, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE2841'}",,72,,1.53623,"{'act_yard_cut_wt': '39.64', 'knit_style_base': 2412, 'id': 6347, 'active': 1, 'created_date': '2025-08-27', 'version': '1D', 'target_yard_cut_wt': '37.50', 'created_time': '14:37:09.920219', 'modified': '2025-09-03 15:55:14.925198', 'price': '1.25', 'foreign_id': 8517, 'roll_size': '250'}",1.25,2025-09-12 09:34:03.632315,0,19,1,,Required,72,,K2508025,Open,,3250,,,8979.0,
33813,lbs,0,2025-08-15,,1,272.8,6527,9,25.7,,,1.90000000000001,2025-08-12,2025-08-11 11:50:02.646514,247.1,2025-08-11 11:50:02.646514,,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5524', 'active': 1, 'id': 3505, 'foreign_id': 5452}",,9,96,1.245619,"{'active': 1, 'id': 6286, 'version': '0', 'created_date': '2025-08-01', 'act_yard_cut_wt': '15.10', 'knit_style_base': 3505, 'foreign_id': 8445, 'roll_size': '83', 'created_time': '16:15:53.543575', 'target_yard_cut_wt': '14.75', 'price': '2.00', 'modified': '2025-09-11 14:11:44.190715'}",2.00,2025-09-06 20:56:10.178874,0,1,1,3.0,Required,9,,K2508024,Open,,249,,,,
33799,lbs,51.3,2025-08-15,,1,42.7,6526,10,,,,18,2025-08-11,2025-08-08 15:30:04.706127,94.0,2025-08-08 15:30:04.706127,,,"{'active': 1, 'id': 1909, 'foreign_id': 3396, 'base_style': 'CF5138', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,10,,2.84,"{'created_time': '08:46:17.923187', 'target_yard_cut_wt': '9.75', 'price': '0.55', 'modified': '2025-07-25 14:49:26.412292', 'foreign_id': 5331, 'roll_size': '56', 'act_yard_cut_wt': '9.00', 'knit_style_base': 1909, 'active': 1, 'id': 3611, 'version': '0', 'created_date': '2022-08-23'}",0.55,2025-09-05 11:31:29.493477,0,2,1,,,10,,K2508023,Open,,112,,Email 8/8,,
33798,lbs,1158.6,2025-08-15,,1,1197.5,6525,10,38.6,,,0,2025-08-11,2025-08-08 15:29:15.345256,2317.5,2025-08-08 15:29:15.345256,,,"{'foreign_id': 3394, 'active': 1, 'id': 1908, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5136'}",,10,,2.84,"{'id': 3610, 'active': 1, 'version': '0', 'created_date': '2022-08-23', 'act_yard_cut_wt': '7.95', 'knit_style_base': 1908, 'foreign_id': 5329, 'roll_size': '50', 'created_time': '08:33:38.71941', 'target_yard_cut_wt': '8.9', 'price': '0.55', 'modified': '2025-06-27 15:34:31.113724'}",0.55,2025-09-06 12:21:30.65239,0,2,1,,,10,,K2508022,Open,,2300,,Email 8/8,,
33795,lbs,,2025-10-03,,1,,6524,9,,,,6100,2025-09-01,2025-08-08 13:39:17.951685,0,2025-08-08 13:39:17.951685,,,"{'base_style': '751SM0780', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 542, 'active': 1, 'foreign_id': 290}",,9,88,3.3911,"{'knit_style_base': 542, 'act_yard_cut_wt': '28.36', 'created_date': '2018-06-22', 'version': '1', 'active': 1, 'id': 1045, 'modified': '2023-11-29 22:58:58.768231', 'price': '1.25', 'target_yard_cut_wt': '29.00', 'created_time': '09:59:43.909493', 'roll_size': '125', 'foreign_id': 290}",1.25,2025-08-08 13:39:17.951685,0,1,1,3.0,Required,9,,K2508021,Open,,6100,,,,
33794,lbs,81,2025-10-03,,1,1304.0,6523,9,11.1,,,1626.1,2025-08-18,2025-08-08 13:38:16.836029,1373.9,2025-08-08 13:38:16.836029,,,"{'base_style': '721SM0470', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 399, 'active': 1, 'id': 657}",,9,45,4.19,"{'active': 1, 'id': 1207, 'created_date': '2018-07-20', 'version': 'U', 'act_yard_cut_wt': '25.98', 'knit_style_base': 657, 'foreign_id': 389, 'roll_size': '80', 'target_yard_cut_wt': '27.00', 'created_time': '16:48:33.114705', 'modified': '2023-12-08 14:23:47.553408', 'price': '0.60'}",0.60,2025-09-12 23:26:23.589427,0,1,1,3.0,Required,9,,K2508020,Open,,3000,,,,
33793,lbs,,2025-10-03,,1,1184,6522,5,,,,6816,2025-09-15,2025-08-08 13:36:01.437907,1184,2025-08-08 13:36:01.437907,,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1SM0470', 'id': 422, 'active': 1, 'foreign_id': 644}",,9,127,4.19,"{'modified': '2023-11-29 22:59:37.035053', 'price': '0.60', 'target_yard_cut_wt': '19.70', 'created_time': '16:46:28.100415', 'roll_size': '100', 'foreign_id': 692, 'knit_style_base': 422, 'act_yard_cut_wt': '22.58', 'created_date': '2018-10-03', 'version': '30G', 'id': 860, 'active': 1}",0.60,2025-09-11 21:41:09.914388,0,1,1,3.0,Required,9,,K2508019,Open,,8000,,,,
33784,lbs,,2025-08-22,,1,40.7,6521,9,,,,0,2025-08-15,2025-08-08 11:25:53.49976,40.7,2025-08-08 11:25:53.49976,,,"{'base_style': 'CF5526', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 5455, 'active': 1, 'id': 3508}",,9,103,4.05,"{'act_yard_cut_wt': '16.40', 'knit_style_base': 3508, 'active': 1, 'id': 6296, 'version': '0', 'created_date': '2025-08-06', 'created_time': '16:37:33.394814', 'target_yard_cut_wt': '15.2', 'price': '1.25', 'modified': '2025-09-11 13:36:04.17199', 'foreign_id': 8455, 'roll_size': '40'}",1.25,2025-09-05 23:36:11.880555,0,1,1,4.0,Required,9,,K2508018,Open,,40,,PE-ACS-2407-OY1-023,8975.0,
33782,lbs,,2025-08-15,,1,51.1,6520,80,13.1,,,0,2025-08-12,2025-08-08 11:12:47.529642,38,2025-08-08 11:12:47.529642,,,"{'foreign_id': 5460, 'id': 3511, 'active': 1, 'base_style': 'C1B4798A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,80,158,1.310974,"{'knit_style_base': 3511, 'act_yard_cut_wt': '16.75', 'version': '1', 'created_date': '2025-08-07', 'active': 1, 'id': 6299, 'price': '0.85', 'modified': '2025-09-05 10:43:31.096757', 'created_time': '14:24:46.843591', 'target_yard_cut_wt': '17.2', 'roll_size': '36', 'foreign_id': 8458}",0.85,2025-09-05 09:26:10.304051,0,16,1,,Required,80,,K2508017,Open,,36,,,,45324
33770,lbs,17.9,2025-08-07,2025-08-07,1,,6519,10,,Celanese,,2.1,2025-08-07,2025-08-07 15:07:36.880784,17.9,2025-08-07 15:07:36.880784,,,"{'active': 1, 'id': 3506, 'foreign_id': 5453, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5525'}",,10,,3.835791,"{'knit_style_base': 3506, 'act_yard_cut_wt': None, 'version': '0', 'created_date': '2025-08-05', 'active': 1, 'id': 6291, 'price': '0.00', 'modified': '2025-08-07 15:10:57.175905', 'created_time': '09:03:46.119523', 'target_yard_cut_wt': '7', 'roll_size': '20', 'foreign_id': 8450}",0.01,2025-08-11 19:26:09.224754,0,2,1,,,10,,K2508016,Open,,20,,,,
33763,lbs,,2025-08-22,,1,,6518,80,,,,50,2025-08-15,2025-08-07 14:05:43.036411,0,2025-08-07 14:05:43.036411,,,"{'base_style': 'CEE4797A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5456, 'id': 3509, 'active': 1}",,80,123,1.818001,"{'created_time': '10:53:52.322282', 'target_yard_cut_wt': '24.4', 'price': '1.25', 'modified': '2025-08-07 14:03:22.507164', 'foreign_id': 8456, 'roll_size': '50', 'act_yard_cut_wt': None, 'knit_style_base': 3509, 'active': 1, 'id': 6297, 'version': '1', 'created_date': '2025-08-07'}",1.25,2025-08-25 16:32:06.172867,0,16,1,,Required,80,,K2508015,Open,,50,,,8972.0,45319
33762,lbs,,2025-08-22,,1,,6517,80,,,,50,2025-08-13,2025-08-07 13:13:11.627273,0,2025-08-07 13:13:11.627273,,,"{'base_style': 'CEE4795A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3507, 'active': 1, 'foreign_id': 5454}",,80,123,2.514505,"{'modified': '2025-08-08 16:13:31.543479', 'price': '1.25', 'target_yard_cut_wt': '25.3', 'created_time': '15:43:09.598817', 'roll_size': '50', 'foreign_id': 8453, 'knit_style_base': 3507, 'act_yard_cut_wt': None, 'created_date': '2025-08-06', 'version': '1', 'id': 6294, 'active': 1}",1.25,2025-09-12 09:34:05.694129,0,16,1,,Required,80,,K2508014,Open,,50,,,8971.0,45318
33750,lbs,991,2025-10-31,2025-10-31,1,7909.3,6516,72,687.2,,,7786.9,2025-08-07,2025-08-06 16:15:22.295231,8213.1,2025-08-06 16:15:22.295231,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4312A', 'foreign_id': 4699, 'id': 2908, 'active': 1}",,72,190,2.61963,"{'version': '2RECA', 'created_date': '2025-07-22', 'active': 1, 'id': 6252, 'knit_style_base': 2908, 'act_yard_cut_wt': '32.65', 'roll_size': '250', 'foreign_id': 8409, 'price': '0.85', 'modified': '2025-08-05 10:24:30.970851', 'created_time': '15:34:58.196167', 'target_yard_cut_wt': '34.5'}",0.85,2025-09-12 15:16:12.431621,0,19,1,,Complete,72,,K2508013,Open,,16000,,,8968.0,45312
33748,lbs,242.1,2025-08-18,,1,216.0,6515,9,17.4,,,0,2025-08-15,2025-08-06 15:33:59.227194,440.7,2025-08-06 15:33:59.227194,,,"{'active': 1, 'id': 3287, 'foreign_id': 5008, 'base_style': 'CF5430', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,65,0.22562,"{'roll_size': '30', 'foreign_id': 7677, 'modified': '2025-08-25 12:48:50.606575', 'price': '0.50', 'target_yard_cut_wt': '14.00', 'created_time': '09:37:23.286787', 'created_date': '2024-09-18', 'version': '0', 'active': 1, 'id': 5874, 'knit_style_base': 3287, 'act_yard_cut_wt': '11.00'}",0.50,2025-08-22 21:51:11.444809,0,1,1,4.0,Required,9,,K2508012,Open,,320,,ML8624-SC,,
33747,lbs,0,2025-08-29,,1,2115.9,6514,9,135.7,,,0,2025-08-11,2025-08-06 15:32:45.0462,1980.2,2025-08-06 15:32:45.0462,,,"{'active': 1, 'id': 3217, 'foreign_id': 5094, 'base_style': 'CF5436', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,27,0,"{'created_time': '15:13:11.419134', 'target_yard_cut_wt': '14.50', 'price': '0.70', 'modified': '2025-09-02 13:39:54.55117', 'foreign_id': 7803, 'roll_size': '50', 'act_yard_cut_wt': '17.55', 'knit_style_base': 3217, 'id': 5746, 'active': 1, 'version': '0', 'created_date': '2024-10-24'}",0.70,2025-09-06 19:46:09.384016,0,1,1,5.0,Required,9,,K2508011,Open,,1800,,ML8624-SC,,
33746,lbs,889.7,2025-09-05,,1,2.1,6513,9,2.1,,,1510.3,2025-08-25,2025-08-06 15:31:34.717005,889.7,2025-08-06 15:31:34.717005,,,"{'id': 3289, 'active': 1, 'foreign_id': 5157, 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5459'}",,9,58,0,"{'roll_size': '50', 'foreign_id': 7893, 'price': '0.50', 'modified': '2025-06-26 16:24:19.368616', 'created_time': '16:01:26.261629', 'target_yard_cut_wt': '10.00', 'version': '0', 'created_date': '2024-12-03', 'id': 5875, 'active': 1, 'knit_style_base': 3289, 'act_yard_cut_wt': '10.15'}",0.50,2025-09-13 00:26:38.51841,0,1,1,4.0,Required,9,,K2508010,Open,,2400,,ML8624-SC,,
33738,lbs,242,2025-12-05,2025-12-05,1,4066.7,6512,72,557.1,,,2498.4,2025-08-11,2025-08-06 12:52:45.424054,3751.6,2025-08-06 12:52:45.424054,,,"{'base_style': 'CEE4078', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 4304, 'active': 1, 'id': 2618}",,72,221,2.85235,"{'version': '2A', 'created_date': '2025-07-22', 'active': 1, 'id': 6247, 'knit_style_base': 2618, 'act_yard_cut_wt': '31.50', 'roll_size': '250', 'foreign_id': 8404, 'price': '1.25', 'modified': '2025-09-05 09:32:30.247264', 'created_time': '11:50:41.8658', 'target_yard_cut_wt': '29.85'}",1.25,2025-09-12 19:46:09.075878,0,19,1,,Complete,72,,K2508009,Open,,6250,,,8967.0,45308
33733,lbs,,2025-08-15,2025-08-15,1,2530,6511,72,,,,0,2025-08-06,2025-08-06 09:26:46.284411,2530,2025-08-06 09:26:46.284411,,,"{'base_style': 'CEE4293A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 4674, 'active': 1, 'id': 2889}",,72,135,3.36434,"{'act_yard_cut_wt': '32.0', 'knit_style_base': 2889, 'active': 1, 'id': 6292, 'version': '1V', 'created_date': '2025-08-05', 'created_time': '16:03:19.472927', 'target_yard_cut_wt': '29.85', 'price': '1.25', 'modified': '2025-08-28 10:00:06.316783', 'foreign_id': 8451, 'roll_size': '250'}",1.25,2025-08-28 09:36:10.808371,0,19,1,,Complete,72,,K2508008,Open,,1250,,,8963.0,45299
33705,lbs,,2025-08-15,,1,,6508,80,,,,50,2025-08-15,2025-08-04 16:49:10.684985,0,2025-08-04 16:49:10.684985,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4751A', 'foreign_id': 5378, 'active': 1, 'id': 3445}",,80,123,1.788021,"{'version': '2', 'created_date': '2025-08-04', 'active': 1, 'id': 6290, 'knit_style_base': 3445, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8449, 'price': '1.25', 'modified': '2025-08-04 15:35:21.455636', 'created_time': '15:35:21.455636', 'target_yard_cut_wt': '24.4'}",1.25,2025-08-04 16:53:06.16055,0,16,1,,Required,80,,K2508005,Open,,50,,,,45287
33702,lbs,70.2,2025-09-30,2025-09-30,1,633.2,6507,72,2.3,,,4498.9,2025-08-05,2025-08-04 16:09:31.942237,701.1,2025-08-04 16:09:31.942237,,,"{'foreign_id': 5424, 'id': 3478, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT4785'}",,72,92,1.06,"{'foreign_id': 8396, 'roll_size': '52', 'created_time': '15:11:07.968165', 'target_yard_cut_wt': '3.9', 'price': '1.05', 'modified': '2025-09-05 10:34:26.512055', 'active': 1, 'id': 6242, 'version': '1', 'created_date': '2025-07-18', 'act_yard_cut_wt': '4.05', 'knit_style_base': 3478}",1.05,2025-09-02 21:36:15.205997,0,19,1,,Complete,72,,K2508004,Open,,5200,,,,45286
33677,lbs,,2025-08-29,2025-08-29,1,3005.5,6504,72,14.5,,,2009,2025-08-04,2025-08-01 14:29:02.093912,2991,2025-08-01 14:29:02.093912,,,"{'base_style': 'C1B4125A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2991, 'active': 1, 'foreign_id': 4806}",,72,197,2.4493,"{'created_date': '2025-08-01', 'version': '1CO', 'id': 6285, 'active': 1, 'knit_style_base': 2991, 'act_yard_cut_wt': '18.40', 'roll_size': '250', 'foreign_id': 8444, 'modified': '2025-08-18 14:18:18.621987', 'price': '0.85', 'target_yard_cut_wt': '19', 'created_time': '14:13:52.028702'}",0.85,2025-09-04 22:06:11.37059,0,19,1,,Complete,72,,K2508001,Open,,5000,,,8953.0,45278
33661,lbs,,2025-08-15,,1,85.2,6503,80,29.8,,,0,2025-08-08,2025-07-31 16:24:00.064369,55.4,2025-07-31 16:24:00.064369,,,"{'foreign_id': 5369, 'active': 1, 'id': 3438, 'base_style': 'C1B4746A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,80,147,1.559905,"{'target_yard_cut_wt': '28.35', 'created_time': '14:52:53.377217', 'modified': '2025-08-18 14:14:06.619509', 'price': '0.85', 'foreign_id': 8302, 'roll_size': '45', 'act_yard_cut_wt': '29.250', 'knit_style_base': 3438, 'active': 1, 'id': 6163, 'created_date': '2025-06-10', 'version': '1'}",0.85,2025-08-14 22:41:09.512432,0,16,1,,Required,80,,K2507116,Open,,45,,,8952.0,45279
33653,lbs,21.6,2025-08-08,,1,,6501,10,,Celanese,,0,2025-08-05,2025-07-31 13:39:58.684799,21.6,2025-07-31 13:39:58.684799,,,"{'base_style': 'CF5517', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3496, 'active': 1, 'foreign_id': 5443}",,80,17,2.877864,"{'active': 1, 'id': 6276, 'created_date': '2025-07-30', 'version': '0', 'act_yard_cut_wt': '10.00', 'knit_style_base': 3496, 'foreign_id': 8435, 'roll_size': '20', 'target_yard_cut_wt': '10.8', 'created_time': '11:51:39.808547', 'modified': '2025-08-05 07:58:05.859773', 'price': None}",0.01,2025-08-06 17:51:13.554279,0,2,1,,Required,80,,K2507114,Open,,20,,,,45270
33652,lbs,22,2025-08-08,,1,,6500,10,,Celanese,,0,2025-08-05,2025-07-31 13:35:39.848762,22,2025-07-31 13:35:39.848762,,,"{'foreign_id': 5449, 'id': 3502, 'active': 1, 'base_style': 'CF5523', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,80,17,0.927699,"{'act_yard_cut_wt': None, 'knit_style_base': 3502, 'active': 1, 'id': 6282, 'created_date': '2025-07-30', 'version': '0', 'target_yard_cut_wt': '9.8', 'created_time': '12:07:43.222441', 'modified': '2025-08-08 11:30:14.12297', 'price': None, 'foreign_id': 8441, 'roll_size': '20'}",0.01,2025-08-11 19:01:11.208992,0,2,1,,Required,80,,K2507113,Open,,20,,,,45269
