knit_version,unit_cost_yarn,machine,knit_price,modified,costing_exception_overridden,active,ship_to_processor,customer_service_rep,schedule_status,split_from,serial_number,sched_enter_by,status,ship_to,qty_ordered,bki,related_dye_order_plan,sched_done_by,purchase_order,job,id,qty_shipped,knitter,quoted_date,qty_G00,uom,requested_date,updated_by,instructions,seconds,qty_received,knit_start,sched_enter_dt,balance,sched_done_dt,internal_notes,note,created_date,created_by,close_dt,knit_style_base
"{'id': 6304, 'active': 1, 'version': '1CL', 'created_date': '2025-08-11', 'act_yard_cut_wt': '41.20', 'knit_style_base': 2166, 'foreign_id': 8468, 'roll_size': '250', 'created_time': '12:25:43.817264', 'target_yard_cut_wt': '39.30', 'price': '1.25', 'modified': '2025-09-04 09:19:33.363333'}",1.52765,201,1.25,2025-09-11 18:51:11.692747,0,1,,19,Required,,K2508029,72,Open,,2000,45433,8983.0,,,33818,6532,1738.8,1,2025-09-19,,lbs,2025-09-19,5,,53.8,1685,2025-08-11,2025-08-11 12:27:58.972806,315,,,,2025-08-11 12:27:58.972806,72,,"{'foreign_id': 3738, 'id': 2166, 'active': 1, 'base_style': 'CEE2837', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}"
"{'created_date': '2025-08-11', 'version': '1CL', 'active': 1, 'id': 6303, 'knit_style_base': 2131, 'act_yard_cut_wt': '41.82', 'roll_size': '250', 'foreign_id': 8466, 'modified': '2025-08-25 13:22:03.155486', 'price': '1.25', 'target_yard_cut_wt': '37.50', 'created_time': '12:16:32.67744'}",1.451618,213,1.25,2025-09-11 19:26:09.397681,0,1,,19,Required,,K2508028,72,Open,,14500,45336,8982.0,,,33817,6531,8119.9,1,2025-09-19,0,lbs,2025-09-19,72,,266.2,7853.7,2025-08-18,2025-08-11 12:21:54.198297,6646.3,,,,2025-08-11 12:21:54.198297,72,,"{'id': 2131, 'active': 1, 'foreign_id': 3695, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2839'}"
"{'version': '1IN', 'created_date': '2025-07-18', 'active': 1, 'id': 6240, 'knit_style_base': 2130, 'act_yard_cut_wt': '42.60', 'roll_size': '250', 'foreign_id': 8394, 'price': '1.25', 'modified': '2025-09-11 08:36:50.729391', 'created_time': '14:53:04.760625', 'target_yard_cut_wt': '42.00'}",1.44976,211,1.25,2025-09-05 21:26:09.752631,0,1,,19,Required,,K2508027,72,Open,,16250,45335,8981.0,,,33816,6530,5453.2,1,2025-09-12,,lbs,2025-09-12,72,,520.8,4932.4,2025-08-18,2025-08-11 12:20:43.981143,11317.6,,,,2025-08-11 12:20:43.981143,72,,"{'base_style': 'CEE2838', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2130, 'foreign_id': 3694}"
"{'created_time': '16:28:00.488442', 'target_yard_cut_wt': '39.60', 'price': '1.25', 'modified': '2025-09-04 08:21:48.792353', 'foreign_id': 8433, 'roll_size': '250', 'act_yard_cut_wt': '40.80', 'knit_style_base': 2395, 'id': 6274, 'active': 1, 'version': '1ICG', 'created_date': '2025-07-29'}",1.45034,212,1.25,2025-09-11 12:01:12.773992,0,1,,19,Required,,K2508026,72,Open,,7750,45378,8980.0,,,33815,6529,3185.9,1,2025-09-12,,lbs,2025-09-12,72,,245.2,2940.7,2025-08-25,2025-08-11 12:06:44.255975,4809.3,,,,2025-08-11 12:06:44.255975,72,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE2840', 'foreign_id': 4009, 'id': 2395, 'active': 1}"
"{'act_yard_cut_wt': '39.64', 'knit_style_base': 2412, 'id': 6347, 'active': 1, 'created_date': '2025-08-27', 'version': '1D', 'target_yard_cut_wt': '37.50', 'created_time': '14:37:09.920219', 'modified': '2025-09-03 15:55:14.925198', 'price': '1.25', 'foreign_id': 8517, 'roll_size': '250'}",1.53623,,1.25,2025-09-12 09:34:03.632315,0,1,,19,Required,,K2508025,72,Open,,3250,,8979.0,,,33814,6528,,1,2025-09-12,,lbs,2025-09-12,72,,,0,2025-08-18,2025-08-11 12:03:47.984455,3250,,,,2025-08-11 12:03:47.984455,72,,"{'foreign_id': 4029, 'id': 2412, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2841'}"
"{'id': 6286, 'active': 1, 'created_date': '2025-08-01', 'version': '0', 'act_yard_cut_wt': '15.10', 'knit_style_base': 3505, 'foreign_id': 8445, 'roll_size': '83', 'target_yard_cut_wt': '14.75', 'created_time': '16:15:53.543575', 'modified': '2025-09-11 14:11:44.190715', 'price': '2.00'}",1.245619,96,2.00,2025-09-06 20:56:10.178874,0,1,3.0,1,Required,,K2508024,9,Open,,249,,,,,33813,6527,272.8,1,,0,lbs,2025-08-15,9,,25.7,247.1,2025-08-12,2025-08-11 11:50:02.646514,1.90000000000001,,,,2025-08-11 11:50:02.646514,9,,"{'base_style': 'CF5524', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 5452, 'id': 3505, 'active': 1}"
"{'knit_style_base': 1909, 'act_yard_cut_wt': '9.00', 'created_date': '2022-08-23', 'version': '0', 'id': 3611, 'active': 1, 'modified': '2025-07-25 14:49:26.412292', 'price': '0.55', 'target_yard_cut_wt': '9.75', 'created_time': '08:46:17.923187', 'roll_size': '56', 'foreign_id': 5331}",2.84,,0.55,2025-09-05 11:31:29.493477,0,1,,2,,,K2508023,10,Open,,112,,,,Email 8/8,33799,6526,42.7,1,,51.3,lbs,2025-08-15,10,,,94.0,2025-08-11,2025-08-08 15:30:04.706127,18,,,,2025-08-08 15:30:04.706127,10,,"{'base_style': 'CF5138', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1909, 'foreign_id': 3396}"
"{'target_yard_cut_wt': '8.9', 'created_time': '08:33:38.71941', 'modified': '2025-06-27 15:34:31.113724', 'price': '0.55', 'foreign_id': 5329, 'roll_size': '50', 'act_yard_cut_wt': '7.95', 'knit_style_base': 1908, 'active': 1, 'id': 3610, 'created_date': '2022-08-23', 'version': '0'}",2.84,,0.55,2025-09-06 12:21:30.65239,0,1,,2,,,K2508022,10,Open,,2300,,,,Email 8/8,33798,6525,1197.5,1,,1158.6,lbs,2025-08-15,10,,38.6,2317.5,2025-08-11,2025-08-08 15:29:15.345256,0,,,,2025-08-08 15:29:15.345256,10,,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5136', 'id': 1908, 'active': 1, 'foreign_id': 3394}"
"{'id': 1045, 'active': 1, 'version': '1', 'created_date': '2018-06-22', 'act_yard_cut_wt': '28.36', 'knit_style_base': 542, 'foreign_id': 290, 'roll_size': '125', 'created_time': '09:59:43.909493', 'target_yard_cut_wt': '29.00', 'price': '1.25', 'modified': '2023-11-29 22:58:58.768231'}",3.3911,88,1.25,2025-08-08 13:39:17.951685,0,1,3.0,1,Required,,K2508021,9,Open,,6100,,,,,33795,6524,,1,,,lbs,2025-10-03,9,,,0,2025-09-01,2025-08-08 13:39:17.951685,6100,,,,2025-08-08 13:39:17.951685,9,,"{'id': 542, 'active': 1, 'foreign_id': 290, 'base_style': '751SM0780', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'knit_style_base': 657, 'act_yard_cut_wt': '25.98', 'version': 'U', 'created_date': '2018-07-20', 'active': 1, 'id': 1207, 'price': '0.60', 'modified': '2023-12-08 14:23:47.553408', 'created_time': '16:48:33.114705', 'target_yard_cut_wt': '27.00', 'roll_size': '80', 'foreign_id': 389}",4.19,45,0.60,2025-09-12 23:26:23.589427,0,1,3.0,1,Required,,K2508020,9,Open,,3000,,,,,33794,6523,1304.0,1,,81,lbs,2025-10-03,9,,11.1,1373.9,2025-08-18,2025-08-08 13:38:16.836029,1626.1,,,,2025-08-08 13:38:16.836029,9,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '721SM0470', 'active': 1, 'id': 657, 'foreign_id': 399}"
"{'active': 1, 'id': 860, 'version': '30G', 'created_date': '2018-10-03', 'act_yard_cut_wt': '22.58', 'knit_style_base': 422, 'foreign_id': 692, 'roll_size': '100', 'created_time': '16:46:28.100415', 'target_yard_cut_wt': '19.70', 'price': '0.60', 'modified': '2023-11-29 22:59:37.035053'}",4.19,127,0.60,2025-09-11 21:41:09.914388,0,1,3.0,1,Required,,K2508019,9,Open,,8000,,,,,33793,6522,1184,1,,,lbs,2025-10-03,5,,,1184,2025-09-15,2025-08-08 13:36:01.437907,6816,,,,2025-08-08 13:36:01.437907,9,,"{'active': 1, 'id': 422, 'foreign_id': 644, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1SM0470'}"
"{'version': '0', 'created_date': '2025-08-06', 'id': 6296, 'active': 1, 'knit_style_base': 3508, 'act_yard_cut_wt': '16.40', 'roll_size': '40', 'foreign_id': 8455, 'price': '1.25', 'modified': '2025-09-11 13:36:04.17199', 'created_time': '16:37:33.394814', 'target_yard_cut_wt': '15.2'}",4.05,103,1.25,2025-09-05 23:36:11.880555,0,1,4.0,1,Required,,K2508018,9,Open,,40,,8975.0,,PE-ACS-2407-OY1-023,33784,6521,40.7,1,,,lbs,2025-08-22,9,,,40.7,2025-08-15,2025-08-08 11:25:53.49976,0,,,,2025-08-08 11:25:53.49976,9,,"{'foreign_id': 5455, 'active': 1, 'id': 3508, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5526'}"
"{'knit_style_base': 3511, 'act_yard_cut_wt': '16.75', 'created_date': '2025-08-07', 'version': '1', 'id': 6299, 'active': 1, 'modified': '2025-09-05 10:43:31.096757', 'price': '0.85', 'target_yard_cut_wt': '17.2', 'created_time': '14:24:46.843591', 'roll_size': '36', 'foreign_id': 8458}",1.310974,158,0.85,2025-09-05 09:26:10.304051,0,1,,16,Required,,K2508017,80,Open,,36,45324,,,,33782,6520,51.1,1,,,lbs,2025-08-15,80,,13.1,38,2025-08-12,2025-08-08 11:12:47.529642,0,,,,2025-08-08 11:12:47.529642,80,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4798A', 'active': 1, 'id': 3511, 'foreign_id': 5460}"
"{'knit_style_base': 3506, 'act_yard_cut_wt': None, 'version': '0', 'created_date': '2025-08-05', 'active': 1, 'id': 6291, 'price': '0.00', 'modified': '2025-08-07 15:10:57.175905', 'created_time': '09:03:46.119523', 'target_yard_cut_wt': '7', 'roll_size': '20', 'foreign_id': 8450}",3.835791,,0.01,2025-08-11 19:26:09.224754,0,1,,2,,,K2508016,10,Open,,20,,,,,33770,6519,,1,2025-08-07,17.9,lbs,2025-08-07,10,Celanese,,17.9,2025-08-07,2025-08-07 15:07:36.880784,2.1,,,,2025-08-07 15:07:36.880784,10,,"{'active': 1, 'id': 3506, 'foreign_id': 5453, 'base_style': 'CF5525', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'roll_size': '50', 'foreign_id': 8456, 'price': '1.25', 'modified': '2025-08-07 14:03:22.507164', 'created_time': '10:53:52.322282', 'target_yard_cut_wt': '24.4', 'version': '1', 'created_date': '2025-08-07', 'id': 6297, 'active': 1, 'knit_style_base': 3509, 'act_yard_cut_wt': None}",1.818001,123,1.25,2025-08-25 16:32:06.172867,0,1,,16,Required,,K2508015,80,Open,,50,45319,8972.0,,,33763,6518,,1,,,lbs,2025-08-22,80,,,0,2025-08-15,2025-08-07 14:05:43.036411,50,,,,2025-08-07 14:05:43.036411,80,,"{'base_style': 'CEE4797A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3509, 'active': 1, 'foreign_id': 5456}"
"{'active': 1, 'id': 6294, 'created_date': '2025-08-06', 'version': '1', 'act_yard_cut_wt': None, 'knit_style_base': 3507, 'foreign_id': 8453, 'roll_size': '50', 'target_yard_cut_wt': '25.3', 'created_time': '15:43:09.598817', 'modified': '2025-08-08 16:13:31.543479', 'price': '1.25'}",2.514505,123,1.25,2025-09-12 09:34:05.694129,0,1,,16,Required,,K2508014,80,Open,,50,45318,8971.0,,,33762,6517,,1,,,lbs,2025-08-22,80,,,0,2025-08-13,2025-08-07 13:13:11.627273,50,,,,2025-08-07 13:13:11.627273,80,,"{'base_style': 'CEE4795A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 5454, 'active': 1, 'id': 3507}"
"{'act_yard_cut_wt': '32.65', 'knit_style_base': 2908, 'active': 1, 'id': 6252, 'version': '2RECA', 'created_date': '2025-07-22', 'created_time': '15:34:58.196167', 'target_yard_cut_wt': '34.5', 'price': '0.85', 'modified': '2025-08-05 10:24:30.970851', 'foreign_id': 8409, 'roll_size': '250'}",2.61963,190,0.85,2025-09-12 15:16:12.431621,0,1,,19,Complete,,K2508013,72,Open,,16000,45312,8968.0,,,33750,6516,7909.3,1,2025-10-31,991,lbs,2025-10-31,72,,687.2,8213.1,2025-08-07,2025-08-06 16:15:22.295231,7786.9,,,,2025-08-06 16:15:22.295231,72,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4312A', 'foreign_id': 4699, 'id': 2908, 'active': 1}"
"{'knit_style_base': 3287, 'act_yard_cut_wt': '11.00', 'created_date': '2024-09-18', 'version': '0', 'id': 5874, 'active': 1, 'modified': '2025-08-25 12:48:50.606575', 'price': '0.50', 'target_yard_cut_wt': '14.00', 'created_time': '09:37:23.286787', 'roll_size': '30', 'foreign_id': 7677}",0.22562,65,0.50,2025-08-22 21:51:11.444809,0,1,4.0,1,Required,,K2508012,9,Open,,320,,,,ML8624-SC,33748,6515,216.0,1,,242.1,lbs,2025-08-18,9,,17.4,440.7,2025-08-15,2025-08-06 15:33:59.227194,0,,,,2025-08-06 15:33:59.227194,9,,"{'id': 3287, 'active': 1, 'foreign_id': 5008, 'base_style': 'CF5430', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'active': 1, 'id': 5746, 'created_date': '2024-10-24', 'version': '0', 'act_yard_cut_wt': '17.55', 'knit_style_base': 3217, 'foreign_id': 7803, 'roll_size': '50', 'target_yard_cut_wt': '14.50', 'created_time': '15:13:11.419134', 'modified': '2025-09-02 13:39:54.55117', 'price': '0.70'}",0,27,0.70,2025-09-06 19:46:09.384016,0,1,5.0,1,Required,,K2508011,9,Open,,1800,,,,ML8624-SC,33747,6514,2115.9,1,,0,lbs,2025-08-29,9,,135.7,1980.2,2025-08-11,2025-08-06 15:32:45.0462,0,,,,2025-08-06 15:32:45.0462,9,,"{'base_style': 'CF5436', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'foreign_id': 5094, 'active': 1, 'id': 3217}"
"{'created_date': '2024-12-03', 'version': '0', 'active': 1, 'id': 5875, 'knit_style_base': 3289, 'act_yard_cut_wt': '10.15', 'roll_size': '50', 'foreign_id': 7893, 'modified': '2025-06-26 16:24:19.368616', 'price': '0.50', 'target_yard_cut_wt': '10.00', 'created_time': '16:01:26.261629'}",0,58,0.50,2025-09-13 00:26:38.51841,0,1,4.0,1,Required,,K2508010,9,Open,,2400,,,,ML8624-SC,33746,6513,2.1,1,,889.7,lbs,2025-09-05,9,,2.1,889.7,2025-08-25,2025-08-06 15:31:34.717005,1510.3,,,,2025-08-06 15:31:34.717005,9,,"{'base_style': 'CF5459', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3289, 'active': 1, 'foreign_id': 5157}"
"{'roll_size': '250', 'foreign_id': 8404, 'modified': '2025-09-05 09:32:30.247264', 'price': '1.25', 'target_yard_cut_wt': '29.85', 'created_time': '11:50:41.8658', 'created_date': '2025-07-22', 'version': '2A', 'active': 1, 'id': 6247, 'knit_style_base': 2618, 'act_yard_cut_wt': '31.50'}",2.85235,221,1.25,2025-09-12 19:46:09.075878,0,1,,19,Complete,,K2508009,72,Open,,6250,45308,8967.0,,,33738,6512,4066.7,1,2025-12-05,242,lbs,2025-12-05,72,,557.1,3751.6,2025-08-11,2025-08-06 12:52:45.424054,2498.4,,,,2025-08-06 12:52:45.424054,72,,"{'foreign_id': 4304, 'active': 1, 'id': 2618, 'base_style': 'CEE4078', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}"
"{'knit_style_base': 2889, 'act_yard_cut_wt': '32.0', 'version': '1V', 'created_date': '2025-08-05', 'active': 1, 'id': 6292, 'price': '1.25', 'modified': '2025-08-28 10:00:06.316783', 'created_time': '16:03:19.472927', 'target_yard_cut_wt': '29.85', 'roll_size': '250', 'foreign_id': 8451}",3.36434,135,1.25,2025-08-28 09:36:10.808371,0,1,,19,Complete,,K2508008,72,Open,,1250,45299,8963.0,,,33733,6511,2530,1,2025-08-15,,lbs,2025-08-15,72,,,2530,2025-08-06,2025-08-06 09:26:46.284411,0,,,,2025-08-06 09:26:46.284411,72,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE4293A', 'foreign_id': 4674, 'active': 1, 'id': 2889}"
"{'act_yard_cut_wt': None, 'knit_style_base': 3445, 'id': 6290, 'active': 1, 'version': '2', 'created_date': '2025-08-04', 'created_time': '15:35:21.455636', 'target_yard_cut_wt': '24.4', 'price': '1.25', 'modified': '2025-08-04 15:35:21.455636', 'foreign_id': 8449, 'roll_size': '50'}",1.788021,123,1.25,2025-08-04 16:53:06.16055,0,1,,16,Required,,K2508005,80,Open,,50,45287,,,,33705,6508,,1,,,lbs,2025-08-15,80,,,0,2025-08-15,2025-08-04 16:49:10.684985,50,,,,2025-08-04 16:49:10.684985,80,,"{'base_style': 'CEE4751A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3445, 'active': 1, 'foreign_id': 5378}"
"{'price': '1.05', 'modified': '2025-09-05 10:34:26.512055', 'created_time': '15:11:07.968165', 'target_yard_cut_wt': '3.9', 'roll_size': '52', 'foreign_id': 8396, 'knit_style_base': 3478, 'act_yard_cut_wt': '4.05', 'version': '1', 'created_date': '2025-07-18', 'id': 6242, 'active': 1}",1.06,92,1.05,2025-09-02 21:36:15.205997,0,1,,19,Complete,,K2508004,72,Open,,5200,45286,,,,33702,6507,633.2,1,2025-09-30,70.2,lbs,2025-09-30,72,,2.3,701.1,2025-08-05,2025-08-04 16:09:31.942237,4498.9,,,,2025-08-04 16:09:31.942237,72,,"{'base_style': 'CT4785', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 5424, 'active': 1, 'id': 3478}"
"{'knit_style_base': 2991, 'act_yard_cut_wt': '18.40', 'created_date': '2025-08-01', 'version': '1CO', 'active': 1, 'id': 6285, 'modified': '2025-08-18 14:18:18.621987', 'price': '0.85', 'target_yard_cut_wt': '19', 'created_time': '14:13:52.028702', 'roll_size': '250', 'foreign_id': 8444}",2.4493,197,0.85,2025-09-04 22:06:11.37059,0,1,,19,Complete,,K2508001,72,Open,,5000,45278,8953.0,,,33677,6504,3005.5,1,2025-08-29,,lbs,2025-08-29,72,,14.5,2991,2025-08-04,2025-08-01 14:29:02.093912,2009,,,,2025-08-01 14:29:02.093912,72,,"{'base_style': 'C1B4125A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 4806, 'id': 2991, 'active': 1}"
"{'foreign_id': 8302, 'roll_size': '45', 'target_yard_cut_wt': '28.35', 'created_time': '14:52:53.377217', 'modified': '2025-08-18 14:14:06.619509', 'price': '0.85', 'id': 6163, 'active': 1, 'created_date': '2025-06-10', 'version': '1', 'act_yard_cut_wt': '29.250', 'knit_style_base': 3438}",1.559905,147,0.85,2025-08-14 22:41:09.512432,0,1,,16,Required,,K2507116,80,Open,,45,45279,8952.0,,,33661,6503,85.2,1,,,lbs,2025-08-15,80,,29.8,55.4,2025-08-08,2025-07-31 16:24:00.064369,0,,,,2025-07-31 16:24:00.064369,80,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4746A', 'foreign_id': 5369, 'id': 3438, 'active': 1}"
"{'target_yard_cut_wt': '10.8', 'created_time': '11:51:39.808547', 'modified': '2025-08-05 07:58:05.859773', 'price': None, 'foreign_id': 8435, 'roll_size': '20', 'act_yard_cut_wt': '10.00', 'knit_style_base': 3496, 'active': 1, 'id': 6276, 'created_date': '2025-07-30', 'version': '0'}",2.877864,17,0.01,2025-08-06 17:51:13.554279,0,1,,2,Required,,K2507114,80,Open,,20,45270,,,,33653,6501,,1,,21.6,lbs,2025-08-08,10,Celanese,,21.6,2025-08-05,2025-07-31 13:39:58.684799,0,,,,2025-07-31 13:39:58.684799,80,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5517', 'active': 1, 'id': 3496, 'foreign_id': 5443}"
"{'target_yard_cut_wt': '9.8', 'created_time': '12:07:43.222441', 'modified': '2025-08-08 11:30:14.12297', 'price': None, 'foreign_id': 8441, 'roll_size': '20', 'act_yard_cut_wt': None, 'knit_style_base': 3502, 'id': 6282, 'active': 1, 'created_date': '2025-07-30', 'version': '0'}",0.927699,17,0.01,2025-08-11 19:01:11.208992,0,1,,2,Required,,K2507113,80,Open,,20,45269,,,,33652,6500,,1,,22,lbs,2025-08-08,10,Celanese,,22,2025-08-05,2025-07-31 13:35:39.848762,0,,,,2025-07-31 13:35:39.848762,80,,"{'active': 1, 'id': 3502, 'foreign_id': 5449, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5523'}"
"{'knit_style_base': 3501, 'act_yard_cut_wt': None, 'created_date': '2025-07-30', 'version': '0', 'id': 6281, 'active': 1, 'modified': '2025-08-05 09:03:09.881673', 'price': None, 'target_yard_cut_wt': '7', 'created_time': '12:05:02.673628', 'roll_size': '20', 'foreign_id': 8440}",3.835791,17,0.01,2025-08-08 17:56:09.3886,0,1,,2,Required,,K2507112,80,Open,,20,45268,,,,33649,6499,,1,,18.2,lbs,2025-08-08,10,Celanese,,18.2,2025-08-05,2025-07-31 11:33:06.994887,1.8,,,,2025-07-31 11:33:06.994887,80,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5522', 'active': 1, 'id': 3501, 'foreign_id': 5448}"
"{'act_yard_cut_wt': None, 'knit_style_base': 3499, 'active': 1, 'id': 6279, 'created_date': '2025-07-30', 'version': '0', 'target_yard_cut_wt': '9', 'created_time': '12:00:37.777007', 'modified': '2025-08-05 09:02:39.812621', 'price': '0.00', 'foreign_id': 8438, 'roll_size': '20'}",1.62435,17,0.01,2025-08-11 18:31:11.037156,0,1,,2,Required,,K2507110,80,Open,,40,45266,,,,33647,6497,,1,,43.8,lbs,2025-08-08,10,Celanese,,43.8,2025-08-05,2025-07-31 11:28:07.752173,0,,,,2025-07-31 11:28:07.752173,80,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5520', 'foreign_id': 5446, 'active': 1, 'id': 3499}"
"{'target_yard_cut_wt': '9', 'created_time': '11:59:22.928105', 'modified': '2025-08-05 09:02:24.624607', 'price': '0.00', 'foreign_id': 8437, 'roll_size': '20', 'act_yard_cut_wt': None, 'knit_style_base': 3498, 'active': 1, 'id': 6278, 'created_date': '2025-07-30', 'version': '0'}",1.51671,17,0.01,2025-08-11 18:46:08.344046,0,1,,2,Required,,K2507109,80,Open,,100,45265,,,,33646,6496,,1,,51.9,lbs,2025-08-08,10,Celanese,,51.9,2025-08-05,2025-07-31 11:24:22.014866,48.1,,,,2025-07-31 11:24:22.014866,80,,"{'foreign_id': 5445, 'active': 1, 'id': 3498, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5519'}"
"{'foreign_id': 8436, 'roll_size': '20', 'created_time': '11:55:02.915819', 'target_yard_cut_wt': '9', 'price': '0.00', 'modified': '2025-08-05 09:02:02.953153', 'id': 6277, 'active': 1, 'version': '0', 'created_date': '2025-07-30', 'act_yard_cut_wt': None, 'knit_style_base': 3497}",1.51671,17,0.01,2025-08-11 19:16:12.307685,0,1,,2,Required,,K2507108,80,Open,,40,45263,,,,33645,6495,,1,,46.3,lbs,2025-08-08,10,Celanese,,46.3,2025-08-05,2025-07-31 11:21:10.299305,0,,,,2025-07-31 11:21:10.299305,80,,"{'foreign_id': 5444, 'active': 1, 'id': 3497, 'base_style': 'CF5518', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
