Desc#,QS Cust,Supplier,Description,Color,Beginning Balance,Received,Consumed,Adjustments,Theoretical Balance,Misc,On Order,Allocated,Planning Balance,Reconcile Date,Cost/Pound,Total Cost
18303,CFAB,SAPONA,1/150/136 100% Nylon Natural EMANA,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18304,CFAB,LUFT,1/100/48 100% Polyethylene Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18305,CFAB,UNIFI,1/100/136 100% Polyester Natural STR,Natural,56.30,,0.00,,56.30,,0.00,0.00,56.30,2025-06-27,$2.14 ,$120.48 
18306,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester NEWROBEGG NTS,NEWROBEGG,"4,313.50",,-79.72,,"4,233.78",CT,0.00,-5.66,"4,228.12",2025-06-27,$2.80 ,"$11,854.57 "
18307,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester IRIS,IRIS,943.60,"1,092.00",-751.85,,"1,283.75",CT,63.00,"-1,168.03",178.71,2025-06-27,$3.43 ,"$4,403.25 "
18308,CFAB,UNIFI,1/70/34 100% Nylon Semi Dull STR,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18309,CFAB,CS AMERICA,1/100/144 100% Polyester Semi Dull SETNTS,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18310,CFAB,PARKDALE YARN MILLS,1/1/HNK Polyester NAT1.2DPF ROVING,NAT1.2DPF,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.48 ,$0.00 
18311,CFAB,UNIFI,1/220/68 Polyester Heather AJT,Heather,81.60,,0.00,,81.60,,0.00,0.00,81.60,2025-06-27,$2.30 ,$187.68 
18312,CFAB,PROMPTEX YARNS INC,30/1 100% Polyester OB RS,OB,"2,647.60",,0.00,,"2,647.60",CT,0.00,-262.00,"2,385.60",2025-06-27,$1.35 ,"$3,574.26 "
18314,CFAB,PROMPTEX YARNS INC,1/160/36 100% Polyester Black STRNTS,Black,517.00,,0.00,,517.00,CT,0.00,0.00,517.00,2025-06-27,$1.20 ,$620.40 
18315,CFAB,PROMPTEX YARNS INC,1/160/36 100% Polyester Black SETLTS,Black,407.00,,0.00,,407.00,CT,0.00,0.00,407.00,2025-06-27,$1.05 ,$427.35 
18316,CFAB,SAPONA,1/70/34 100% Nylon Natural STR,Natural,355.00,,0.00,,355.00,,0.00,0.00,355.00,2025-06-27,$3.55 ,"$1,260.25 "
18317,CFAB,CS AMERICA,1/200/192 100% Polyester Semi Dull SETSTS,Semi Dull,"3,972.00",,0.00,,"3,972.00",CT,0.00,0.00,"3,972.00",2025-06-27,$1.90 ,"$7,546.80 "
18318,CFAB,SPUNLAB,30/1 70/10/20 Polyester/Cotton/Rayon Black 65% 12% Black Poly 8097 RS,Black 65%,229.00,,0.00,,229.00,CT,0.00,-292.00,-63.00,2025-06-27,$3.04 ,$696.16 
18319,CFAB,KC TEX INC,24/1 100% Bamboo Natural,Natural,307.30,,0.00,,307.30,CT,0.00,0.00,307.30,2025-06-27,$2.97 ,$912.68 
18320,CFAB,PREMIERE FIBERS INC,1/70/34 100% Nylon Semi Dull FLAT,Semi Dull,"1,911.00",,-138.37,,"1,772.63",,0.00,"-1,976.46",-203.82,2025-06-27,$3.61 ,"$6,399.20 "
18321,CFAB,KC TEX INC,1/300/72 100% Polyester Semi Dull STRNTS,Semi Dull,180.00,,0.00,,180.00,CT,0.00,0.00,180.00,2025-06-27,$0.81 ,$145.80 
18322,CFAB,PROMPTEX YARNS INC,20/1 100% Polyester OB RS,OB,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.42 ,$0.00 
18324,CFAB,QING,2/150/50 Polyester Natural COOLNG,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$10.27 ,$0.00 
18325,CFAB,BURLINGTON INDUSTRIES LLC,1/150/36 100% Polyester ORANGINA 79,ORANGINA,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18326,CFAB,UNIFI,1/300/68 100% Polyester Black NTS,Black,40.00,,0.00,,40.00,,0.00,0.00,40.00,2025-06-27,$2.05 ,$82.00 
18327,CFAB,SPUNLAB,30/1 80/12/8 Polyester/Rayon/Cotton OXFRD HTH 8094 RS,OXFRD HTH,"1,029.00",,0.00,,"1,029.00",CT,0.00,0.00,"1,029.00",2025-06-27,$3.05 ,"$3,138.45 "
18328,CFAB,SPUNLAB,30/1 80/12/8 Polyester/Rayon/Cotton CAVRN HTH 40% Black 8093 RS,CAVRN HTH,763.00,,0.00,,763.00,CT,0.00,0.00,763.00,2025-06-27,$3.47 ,"$2,647.61 "
18329,CFAB,QING,1/150/60 100% Polyester Natural LDPE,Natural,115.00,,0.00,,115.00,,0.00,0.00,115.00,2025-06-27,$9.68 ,"$1,113.20 "
18330,CFAB,PARKDALE YARN MILLS,1/1/HNK 100% Polyester Natural ROVING,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.52 ,$0.00 
18331,CFAB,SPUNLAB,1/1/HNK 70/30 Modacrylic/Tencel NAT CG100 ROVING,NAT CG100,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$5.66 ,$0.00 
18332,CFAB,SPUNLAB,30/1 80/12/8 Polyester/Rayon/Cotton Black 60% 60% Black 8092 RS,Black 60%,160.00,,0.00,,160.00,CT,0.00,0.00,160.00,2025-06-27,$2.76 ,$441.60 
18333,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester SET GREY,SET GREY,646.00,,0.00,,646.00,,0.00,0.00,646.00,2025-06-27,$2.80 ,"$1,808.80 "
18334,CFAB,"BIELTEX, S.L.",60/1 100% Combed Cotton Natural RS,Natural,"38,939.00",,"-2,193.80",,"36,745.20",,0.00,-0.15,"36,745.06",2025-06-27,$4.08 ,"$149,920.44 "
18335,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/48 100% Polyester PRPLERAIN,PRPLERAIN,3.00,,0.00,,3.00,,0.00,0.00,3.00,2025-06-27,$0.00 ,$0.00 
18336,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/48 100% Polyester REDPURPLE,REDPURPLE,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18337,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/48 100% Polyester ELECBLBLK SPRSOF,ELECBLBLK,3.00,,0.00,,3.00,,0.00,0.00,3.00,2025-06-27,$0.00 ,$0.00 
18338,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,20/1 100% Polyester Natural SPRSFT RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18339,CFAB,NORMTEX,30/1 100% Polyester OB RS,OB,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.15 ,$0.00 
18340,CFAB,TEXPERTS CANADA INC,20/1 100% Bamboo Natural RS,Natural,33.00,,0.00,,33.00,,0.00,0.00,33.00,2025-06-27,$1.82 ,$60.06 
18341,CFAB,UNIFI,1/70/36 100%RFLX Polyester Semi Dull S Non TS STRNTS,Semi Dull,"2,857.40",,0.00,,"2,857.40",,0.00,-47.82,"2,809.58",2025-06-27,$2.55 ,"$7,286.37 "
18342,CFAB,UNIFI,1/70/18 100%RFLX Polyester Semi Dull STRNTS,Semi Dull,221.00,,0.00,,221.00,,0.00,0.00,221.00,2025-06-27,$1.95 ,$430.95 
18343,CFAB,PROMPTEX YARNS INC,3/330/72 100% Polyester Natural Stretch low tac STR,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.05 ,$0.00 
18344,CFAB,UNIFI,1/70/36 100%RFLX Polyester Natural z Non TS STRNTS,Natural,"1,395.80",,0.00,,"1,395.80",,0.00,-48.51,"1,347.29",2025-06-27,$2.48 ,"$3,461.58 "
18345,CFAB,SPUNLAB,1/1/HNK 50/25/25 Polyester/Cotton/Rayon Natural ROVING,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.60 ,$0.00 
18346,CFAB,UNIFI,1/160/36 72/28RFX Polyester/Lycra Natural S 1/70 AE 1/140,Natural,"3,974.10",,0.00,,"3,974.10",,0.00,0.00,"3,974.10",2025-06-27,$0.10 ,$397.41 
18347,CFAB,UNIFI,1/160/36 72/28RFX Polyester/Lycra Natural Z 1/70 AE 1/140,Natural,"4,187.20",,0.00,,"4,187.20",,0.00,0.00,"4,187.20",2025-06-27,$0.10 ,$418.72 
18348,CFAB,NEST,4/300/72 100% Polyester Natural STR,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18349,CFAB,OMARA TEXTILES,1/150/36 100% Polyester NB PURPLE,NB PURPLE,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$4.20 ,$0.00 
18350,CFAB,UNIFI,3/150/100 100% Polyester Black,Black,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18351,CFAB,UNIFI,3/150/100 100% Polyester THUNDE,THUNDE,54.00,,0.00,,54.00,,0.00,0.00,54.00,2025-06-27,$0.00 ,$0.00 
18352,CFAB,UNIFI,3/150/100 100% Polyester White,White,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18353,CFAB,UNIFI,3/150/100 100% Polyester WOLF GREY,WOLF GREY,31.00,,0.00,,31.00,,0.00,0.00,31.00,2025-06-27,$0.00 ,$0.00 
18355,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Stone 01272,Stone,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18356,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester CARIBBEAN 01274,CARIBBEAN,480.00,,0.00,,480.00,,0.00,0.00,480.00,2025-06-27,$2.75 ,"$1,320.00 "
18357,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Slate 01273,Slate,417.00,,0.00,,417.00,CT,0.00,0.00,417.00,2025-06-27,$2.75 ,"$1,146.75 "
18358,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester COBALT 01275,COBALT,"1,219.60",,-669.95,,549.65,,0.00,-655.61,-105.95,2025-06-27,$3.20 ,"$1,758.89 "
18359,CFAB,PROMPTEX YARNS INC,20/1 100% Polyester Semi Dull RS,Semi Dull,"6,461.70",,0.00,,"6,461.70",CT,0.00,0.00,"6,461.70",2025-06-27,$1.20 ,"$7,754.04 "
18360,CFAB,NORMTEX,1/150/36 100%SBST Polyester Semi Dull SET TS,Semi Dull,298.00,,0.00,,298.00,CT,0.00,0.00,298.00,2025-06-27,$0.72 ,$214.56 
18361,CFAB,BUHLER QUALITY YARNS CORP,20/1 100% Tencel Natural RS,Natural,826.90,,0.00,,826.90,CT,0.00,0.00,826.90,2025-06-27,$2.90 ,"$2,398.01 "
18362,CFAB,CS AMERICA,1/100/96 100% Polyester Natural Z STR TS,Natural,183.00,,0.00,,183.00,,0.00,0.00,183.00,2025-06-27,$1.85 ,$338.55 
18363,CFAB,PROMPTEX YARNS INC,1/75/36 100% Polyester BLK SOLDY STRLTS,BLK SOLDY,"2,948.60",,-680.56,,"2,268.04",CT,0.00,0.00,"2,268.04",2025-06-27,$1.68 ,"$3,810.31 "
18364,CFAB,CS AMERICA,1/150/36 100%SUB Polyester Natural STRNTS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18365,CFAB,CAP YARNS LLC,30/1 100% Polyester MIST 5% Black 7822 RS,MIST,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$3.03 ,$0.00 
18366,CFAB,CAP YARNS LLC,30/1 100% Polyester Ashe 7821 RS,Ashe,28.00,,0.00,,28.00,,0.00,0.00,28.00,2025-06-27,$2.92 ,$81.76 
18367,CFAB,CAP YARNS LLC,30/1 100% Polyester Grey 7823 RS,Grey,338.00,,0.00,,338.00,,0.00,0.00,338.00,2025-06-27,$3.00 ,"$1,014.00 "
18368,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester SLVR GREY 01278,SLVR GREY,25.00,,0.00,,25.00,,0.00,0.00,25.00,2025-06-27,$2.75 ,$68.75 
18369,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester SA YELLOW 01290,SA YELLOW,35.00,,0.00,,35.00,,0.00,0.00,35.00,2025-06-27,$3.00 ,$105.00 
18370,CFAB,CS AMERICA,1/150/36 100% Polyester Natural STRNTS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18371,CFAB,UNIFI,1/100/96 100% Polyester Natural Z STR TS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18372,CFAB,DECA GLOBAL,1/150/36 100% Polyester Black,Black,767.90,"4,545.00","-4,695.36",,617.54,CT,"5,000.00","-1,470.48","4,147.07",2025-06-27,$1.36 ,$839.86 
18373,CFAB,DECA GLOBAL,2/150/48 100% Polyester Black,Black,636.00,"5,262.00",-4.12,,"5,893.88",CT,0.00,"-2,238.10","3,655.79",2025-06-27,$1.39 ,"$8,192.50 "
18374,CFAB,DECA GLOBAL,1/150/72 100% Polyester GREYHEATH,GREYHEATH,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18375,CFAB,DECA GLOBAL,20/1 100% Polyester Natural RS,Natural,0.00,"2,400.00",0.00,,"2,400.00",CT,"4,100.00","-8,206.00","-1,706.00",2025-06-27,$1.40 ,"$3,360.00 "
18376,CFAB,DECA GLOBAL,30/1 100% Polyester Natural RS,Natural,"7,904.40","2,407.40","-9,613.97",,697.83,CT,"10,000.00","-7,030.85","3,666.98",2025-06-27,$1.42 ,$990.93 
18377,CFAB,CS AMERICA,1/100/96 100% Polyester Semi Dull Z STRNTS,Semi Dull,94.00,,0.00,,94.00,,0.00,0.00,94.00,2025-06-27,$1.85 ,$173.90 
18378,CFAB,UNIFI,1/150/48 100% Polyester Natural SUBSTN,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18379,CFAB,CS AMERICA,1/150/48 100% Polyester Natural SUBSET,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18380,CFAB,CS AMERICA,1/30/24 100% Polyester Semi Dull CAFTA,Semi Dull,104.00,,0.00,,104.00,,0.00,0.00,104.00,2025-06-27,$3.45 ,$358.80 
18381,CFAB,UNIFI,1/70/34 100%RFLX Polyester NAT STWST NTSCAT,NAT STWST,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18382,CFAB,UNIFI,1/70/34 100%RFLX Polyester NAT ZTWST NTSCAT,NAT ZTWST,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18383,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester SILVRCOIN SETLTS,SILVRCOIN,"1,169.00",,0.00,,"1,169.00",,0.00,0.00,"1,169.00",2025-06-27,$2.80 ,"$3,273.20 "
18384,CFAB,CS AMERICA,1/1600/360 100% Polyester Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.75 ,$0.00 
18385,CFAB,CS AMERICA,2/900/216 100% Polyester Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$1.75 ,$0.00 
18387,CFAB,UNIFI,1/750/192 100% Polyester Grey 0690Q,Grey,925.80,,-270.39,,655.41,,0.00,0.00,655.41,2025-06-27,$4.78 ,"$3,132.88 "
18389,CFAB,BEIJ,1/400/100 100% Polyethylene White Z,White,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18390,CFAB,UNIFI,1/70/34 100%RPRF Polyester NAT-Z CAT STRNTS,NAT-Z CAT,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18391,CFAB,PROMPTEX YARNS INC,2/330/72 100% Polyester Natural Stretch low tac STRLTS,Natural,143.00,,0.00,,143.00,CT,0.00,0.00,143.00,2025-06-27,$1.06 ,$151.58 
18392,CFAB,BTTC,1/400/160 100% Polyethylene Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18393,CFAB,UNIFI,1/300/72 100%NTS Polyester Natural HISHR,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.05 ,$0.00 
18394,CFAB,UNIFI,2/150/36 100%FTWS Polyester TANGO RED 191761,TANGO RED,125.00,,0.00,,125.00,,0.00,0.00,125.00,2025-06-27,$2.85 ,$356.25 
18395,CFAB,UNIFI,2/300/72 100% Polyester Natural STR TS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18396,CFAB,UNIFI,1/70/68 100% Polyester OYST MUSH,OYST MUSH,558.00,,0.00,,558.00,,0.00,0.00,558.00,2025-06-27,$5.45 ,"$3,041.10 "
18397,CFAB,UNIFI,1/70/68 100% Polyester VAPORGREY,VAPORGREY,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18398,CFAB,UNIFI,1/70/68 100% Polyester OYMSH/NAT STRIAT,OYMSH/NAT,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18399,CFAB,TEXPERTS CANADA INC,24/1 100% Bamboo Natural RS,Natural,30.00,,0.00,,30.00,,0.00,0.00,30.00,2025-06-27,$1.79 ,$53.70 
18400,CFAB,SPUNLAB,36/1 100% Celliant Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18401,CFAB,SPUNLAB,14/1 100% Celliant Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18402,CFAB,DOYE,1/400/200 100% Polyethylene Natural TM32,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$10.11 ,$0.00 
18403,CFAB,UNIFI,3/150/36 100% Polyester DOE SKIN AJT 151308 AJ,DOE SKIN,25.00,,0.00,,25.00,,0.00,0.00,25.00,2025-06-27,$4.40 ,$110.00 
18404,CFAB,NORMTEX,30/1 100% Polyester Natural RS,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.30 ,$0.00 
18405,CFAB,SPUNLAB,30/1 80/20 Celliant/Polyester Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18406,CFAB,DECA GLOBAL,1/70/36 100% Polyester Natural SUBSTA,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.72 ,$0.00 
18407,CFAB,DECA GLOBAL,1/72/36 100% Polyester Natural SUBSTA,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.72 ,$0.00 
18408,CFAB,DECA GLOBAL,1/150/36 100% Polyester Natural SUBSTA,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18409,CFAB,DECA GLOBAL,1/150/48 100% Polyester Natural SUBSTA,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18410,CFAB,DECA GLOBAL,1/70/72 100% Polyester Natural SUBSTA,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.72 ,$0.00 
18411,CFAB,UNIFI,1/50/68 100% Polyester Natural STR TS,Natural,"2,448.10",,0.00,,"2,448.10",,0.00,0.00,"2,448.10",2025-06-27,$3.33 ,"$8,152.17 "
18412,CFAB,CAP YARNS LLC,18/1 100% Polyester MIST 7822,MIST,341.00,,0.00,,341.00,,0.00,0.00,341.00,2025-06-27,$2.80 ,$954.80 
18413,CFAB,DECA GLOBAL,1/300/72 100% Polyester Natural STR,Natural,236.00,,0.00,,236.00,CT,"42,000.00",0.00,"42,236.00",2025-06-27,$0.92 ,$217.12 
18414,CFAB,DECA GLOBAL,3/300/72 100% Polyester Natural,Natural,"12,705.90",,"-4,956.80",,"7,749.10",CT,"34,424.00","-7,818.21","34,354.89",2025-06-27,$1.13 ,"$8,756.48 "
18415,CFAB,UNIFI,1/50/68 100% Polyester CON BLACK 9458P,CON BLACK,"2,312.80",,-26.30,,"2,286.50",,0.00,-5.37,"2,281.13",2025-06-27,$5.37 ,"$12,278.49 "
18416,CFAB,UNIFI,1/70/34 100% Polyester Tan 5902P,Tan,"2,274.30",,0.00,,"2,274.30",,0.00,0.00,"2,274.30",2025-06-27,$3.84 ,"$8,733.31 "
18417,CFAB,UNIFI,1/50/68 100% Polyester Tan 5902P,Tan,128.00,,0.00,,128.00,,0.00,0.00,128.00,2025-06-27,$5.28 ,$675.84 
18418,CFAB,UNIFI,1/150/36 100% Polyester Tan 5902P,Tan,"2,627.70",,0.00,,"2,627.70",,0.00,0.00,"2,627.70",2025-06-27,$3.06 ,"$8,040.76 "
18419,CFAB,UNIFI,1/70/34 100% Nylon Tan 5902P,Tan,828.80,,0.00,,828.80,,0.00,0.00,828.80,2025-06-27,$7.20 ,"$5,967.36 "
18420,CFAB,UNIFI,3/300/68 100% Polyester Light Grey,Light Grey,85.00,,0.00,,85.00,,0.00,0.00,85.00,2025-06-27,$3.95 ,$335.75 
18421,CFAB,BURLINGTON MANUFACTURING SERVICE,1/150/36 100% Polyester TAUPE 7528,TAUPE,37.00,,0.00,,37.00,,0.00,0.00,37.00,2025-06-27,$3.41 ,$126.17 
18422,CFAB,BURLINGTON MANUFACTURING SERVICE,1/150/36 100% Polyester SEDONA 7607,SEDONA,274.00,,0.00,,274.00,,0.00,0.00,274.00,2025-06-27,$3.85 ,"$1,054.90 "
18423,CFAB,BURLINGTON MANUFACTURING SERVICE,1/150/36 100% Polyester Emerald 7714,Emerald,151.00,,0.00,,151.00,CT,0.00,0.00,151.00,2025-06-27,$3.95 ,$596.45 
18424,CFAB,BURLINGTON MANUFACTURING SERVICE,1/150/36 100% Polyester Lime 2297,Lime,262.60,,0.00,,262.60,,0.00,0.00,262.60,2025-06-27,$3.82 ,"$1,003.13 "
18425,CFAB,BURLINGTON MANUFACTURING SERVICE,1/150/36 100% Polyester MUSTARD 458,MUSTARD,237.60,,0.00,,237.60,,0.00,0.00,237.60,2025-06-27,$3.82 ,$907.63 
18426,CFAB,DECA GLOBAL,24/1 100% Bamboo Natural,Natural,"49,017.10",,"-3,439.27",,"45,577.83",CT,0.00,"-2,447.49","43,130.34",2025-06-27,$2.53 ,"$115,311.91 "
18427,CFAB,SPUNLAB,18/1 100% Modacrylic/Karded Cotton Natural PRTXC RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18428,CFAB,AKRA POLYESTER GROUP/DAK,4/300/72 100% Polyester Natural STR,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18429,CFAB,PARKDALE YARN MILLS,30/1 100% Polyester Natural CICLO RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$3.51 ,$0.00 
18430,CFAB,SPUNLAB,30/1 100% Celliant Natural,Natural,552.00,,-101.04,,450.96,,0.00,-188.37,262.59,2025-06-27,$5.11 ,"$2,304.39 "
18431,CFAB,NORMTEX,20/1 100% Polyester Semi Dull,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18432,CFAB,SPUNLAB,8/1 55/45 Modacrylic/Karded Cotton Natural PRTXC OE,Natural,"16,183.10",,0.00,,"16,183.10",,"8,121.00",0.00,"24,304.10",2025-06-27,$4.81 ,"$77,840.71 "
18433,CFAB,SPUNLAB,18/1 55/45 Modacrylic/Karded Cotton Natural PRTXC RS,Natural,326.00,,0.00,,326.00,,0.00,0.00,326.00,2025-06-27,$5.77 ,"$1,881.02 "
18434,CFAB,UNIFI,2/80/34 100% Polyester BRT SET TS,BRT,81.00,,0.00,,81.00,,0.00,0.00,81.00,2025-06-27,$0.00 ,$0.00 
18435,CFAB,UNIFI,2/80/68 100% Polyester DULL SET TS,DULL,94.00,,0.00,,94.00,,0.00,0.00,94.00,2025-06-27,$0.00 ,$0.00 
18436,CFAB,UNIFI,1/140/136 100% Polyester OSMSH/NAT AJT SOLDYE AJ,OSMSH/NAT,137.00,,0.00,,137.00,,0.00,0.00,137.00,2025-06-27,$5.85 ,$801.45 
18437,CFAB,UNIFI,2/80/100 100% Polyester Natural SET TS,Natural,82.00,,0.00,,82.00,,0.00,0.00,82.00,2025-06-27,$0.00 ,$0.00 
18438,CFAB,"BIELTEX, S.L.",20/1 100% Polyester Semi Dull,Semi Dull,"39,939.30",,"-14,596.08",,"25,343.22",CT,0.00,"-12,557.75","12,785.48",2025-06-27,$1.15 ,"$29,144.71 "
18439,CFAB,"BIELTEX, S.L.",30/1 100% Polyester Semi Dull,Semi Dull,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.19 ,$0.00 
18440,CFAB,BEAL MANUFACTURING INC,11/1 40/48/12 GVFR Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$4.81 ,$0.00 
18441,CFAB,AKRA POLYESTER GROUP/DAK,1/150/48 100% Polyester Natural,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.07 ,$0.00 
18442,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Mink,Mink,763.00,,-400.96,,362.04,CT,0.00,0.00,362.04,2025-06-27,$3.72 ,"$1,346.80 "
18443,CFAB,UNIFI,1/150/134 100% Polyester Heather SLUB,Heather,77.80,,0.00,,77.80,,0.00,0.00,77.80,2025-06-27,$0.00 ,$0.00 
18444,CFAB,OMARA TEXTILES,2/150/36 100% Polyester Merrimack A368,Merrimack,376.00,,0.00,,376.00,,0.00,0.00,376.00,2025-06-27,$3.84 ,"$1,443.84 "
18445,CFAB,OMARA TEXTILES,3/150/36 100% Polyester Pewter U516,Pewter,149.00,,0.00,,149.00,,0.00,0.00,149.00,2025-06-27,$3.69 ,$549.81 
18447,CFAB,NORMTEX,4/300/72 100% Polyester Natural SET TS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18448,CFAB,UNIFI,1/80/68 100% Polyester Natural 57TSTS,Natural,86.50,,0.00,,86.50,,0.00,0.00,86.50,2025-06-27,$0.00 ,$0.00 
18449,CFAB,UNIFI,1/150/96 100% Polyester Black SETNTS,Black,58.00,,0.00,,58.00,,0.00,0.00,58.00,2025-06-27,$1.88 ,$109.04 
18450,CFAB,SUPREME CORPORATION,1/170/100 LLDPE White,White,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18451,CFAB,PREMIERE FIBERS INC,1/75/34 100% Polypropylene COBALTBLU,COBALTBLU,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$5.50 ,$0.00 
